,zipcode,covid_cases,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,11224,1138,,5.8,5.6,5.3,5.4,5.3,11.1,10.7,11.9,6.2,6.8,12.6,9.1,4.2,,,83.3,20.0,80.0,76.8,72.5,30.0,25.8,,44.8,78.0,23.5,55.2,81.6,27.8,,97.2,58.1,22.5,0.1,5.9,,10.6,2.8,60.5,23.8,0.5,7.0,0.1,11.0,,20.4,79.6,51.0,20.6,0.1,5.9,
0,11225,1133,,5.1,4.6,5.5,5.1,6.8,23.2,13.5,12.1,5.7,5.8,7.4,3.8,1.4,,,84.7,18.5,81.5,78.7,72.9,15.9,12.6,,45.5,80.8,9.6,54.5,82.1,15.2,,97.3,27.2,63.9,0.1,2.6,,3.4,2.7,29.1,65.4,0.4,3.8,0.3,3.9,,8.3,91.7,24.7,61.1,0.1,2.6,
0,11226,2206,,6.8,6.1,5.8,5.7,7.1,19.1,14.5,11.8,5.3,5.9,7.0,3.6,1.2,,,81.3,22.6,77.4,74.3,68.4,15.0,11.9,,45.0,75.1,9.9,55.0,79.3,13.5,,97.3,15.2,68.2,0.3,2.9,,10.7,2.7,17.2,69.5,0.8,4.0,,11.3,,17.1,82.9,12.1,65.2,0.2,2.9,
0,11228,649,,6.3,5.1,5.3,6.0,5.6,13.7,13.2,13.5,7.2,6.7,8.6,5.8,2.9,,,83.2,20.6,79.4,76.1,71.6,21.5,17.4,,48.9,77.9,15.5,51.1,80.9,19.2,,97.8,55.7,1.2,0.3,35.6,0.1,5.0,2.2,57.5,1.5,0.9,36.4,0.1,5.8,,13.0,87.0,49.2,0.9,0.2,35.4,0.1
0,11229,1747,,6.3,6.1,5.9,4.8,6.3,13.1,12.3,12.6,7.3,7.4,10.2,5.2,2.5,,,81.7,21.3,78.7,75.8,70.7,22.3,17.9,,48.2,77.0,16.1,51.8,80.3,19.5,,97.2,64.6,6.0,0.2,22.2,0.1,4.1,2.8,67.3,6.6,0.3,24.2,0.1,4.4,,10.8,89.2,59.4,5.1,,22.1,0.1
0,11230,2305,,9.3,7.2,7.3,6.3,6.8,14.6,11.2,11.1,5.4,5.3,8.1,4.6,2.8,,,76.1,28.0,72.0,68.5,63.0,18.6,15.4,,48.0,70.7,13.9,52.0,73.2,16.8,,97.6,70.0,7.1,0.4,14.2,,5.9,2.4,71.8,7.8,0.8,15.8,,6.4,,10.2,89.8,66.0,6.9,0.4,14.1,
0,11231,421,,8.5,6.3,5.0,4.3,4.0,19.9,18.3,13.1,5.7,4.4,6.4,3.3,1.0,,,80.1,22.8,77.2,75.2,71.9,13.1,10.6,,46.4,75.5,9.3,53.6,78.7,11.8,,94.0,65.9,13.9,0.6,5.6,0.7,7.2,6.0,70.9,15.9,1.1,9.0,0.7,8.5,,18.6,81.4,58.0,12.2,0.1,5.3,0.7
0,11232,519,,6.4,7.3,4.8,4.7,6.5,23.1,16.9,14.0,4.4,3.9,4.9,2.4,0.7,,,81.6,21.4,78.6,75.9,70.4,10.2,8.0,,51.8,80.7,6.8,48.2,76.4,9.3,,95.1,41.3,6.4,1.0,19.1,,27.2,4.9,45.6,8.9,2.2,20.5,0.2,28.4,,50.6,49.4,22.2,5.0,0.3,19.1,
0,11233,1228,,8.1,7.3,5.8,5.8,8.2,18.0,12.6,13.3,5.0,4.9,6.3,3.5,1.2,,,78.8,25.0,75.0,71.6,64.9,13.8,11.0,,45.7,72.6,9.2,54.3,77.1,12.5,,97.7,8.8,78.8,0.1,1.7,,8.2,2.3,10.1,80.4,0.7,2.3,0.2,8.8,,16.0,84.0,6.9,73.6,0.1,1.6,
0,11234,2213,,5.9,6.1,6.7,6.0,5.6,13.0,12.4,13.0,7.3,7.0,9.8,4.8,2.2,,,81.3,22.7,77.3,74.0,69.7,21.1,16.8,,47.5,75.0,15.4,52.5,79.4,18.2,,98.2,41.6,45.8,0.2,6.7,,4.0,1.8,43.0,46.6,0.4,7.5,0.1,4.3,,10.5,89.5,37.5,43.6,0.1,6.6,
0,11235,2010,,5.8,4.6,5.2,4.1,4.2,13.4,12.5,13.1,6.8,6.8,11.5,7.7,4.3,,,84.4,18.2,81.8,79.6,76.1,28.0,23.5,,47.9,79.3,20.0,52.1,84.0,26.7,,97.4,75.2,2.6,0.2,14.4,,4.9,2.6,77.6,2.9,0.5,16.6,0.1,5.1,,8.3,91.7,71.9,2.3,0.2,14.4,
0,11236,2666,,6.6,5.5,6.4,6.4,7.3,14.2,12.8,13.4,7.2,6.7,8.5,3.5,1.5,,,81.6,22.4,77.6,73.7,67.9,17.3,13.6,,43.6,74.9,11.4,56.4,79.7,15.2,,98.6,5.9,86.4,0.2,2.7,,3.4,1.4,6.5,87.4,0.4,3.5,,3.8,,7.1,92.9,4.3,84.2,0.1,2.7,
0,11237,943,,5.8,5.6,6.5,5.2,10.7,27.4,15.0,10.2,3.9,3.1,4.1,1.9,0.7,,,82.1,20.9,79.1,75.9,66.3,8.3,6.7,,51.5,78.9,5.4,48.5,79.3,8.1,,96.8,42.1,13.5,0.8,7.4,,33.0,3.2,44.2,15.1,1.1,8.5,0.2,34.2,,63.0,37.0,19.9,7.5,0.3,7.2,
0,11238,753,,6.0,3.7,3.8,2.7,4.9,26.9,17.7,11.6,5.2,5.2,7.3,3.1,1.7,,,86.4,15.6,84.4,83.2,78.8,15.3,12.2,,46.7,82.8,10.0,53.3,85.8,14.1,,94.8,46.4,37.6,0.1,6.2,,4.5,5.2,50.7,40.4,0.7,8.3,0.3,5.3,,10.9,89.1,42.5,35.4,0.1,6.1,
0,11239,505,,4.9,7.7,5.0,3.3,6.5,10.8,10.0,11.8,5.3,5.9,14.3,9.7,5.0,,,82.4,20.0,80.0,76.2,72.6,32.2,29.0,,40.8,72.6,25.2,59.2,85.1,31.6,,98.6,30.6,60.3,1.0,2.3,,4.4,1.4,31.2,61.7,1.1,2.5,,4.9,,18.9,81.1,18.8,58.7,0.9,2.1,
0,11354,1152,,5.0,4.2,3.9,3.7,5.3,15.1,12.1,15.7,8.5,6.3,9.9,6.5,3.8,,,86.9,15.5,84.5,82.2,77.9,23.6,20.3,,45.3,81.8,18.2,54.7,86.8,22.0,,97.6,20.8,3.2,0.2,62.8,,10.6,2.4,22.5,3.9,0.4,64.4,0.2,11.3,,15.9,84.1,16.4,3.0,0.1,62.6,
0,11355,1251,,5.7,4.7,4.0,3.8,5.6,15.0,13.9,16.2,6.9,6.6,9.4,5.7,2.5,,,85.6,16.7,83.3,80.8,76.3,21.4,17.6,,47.8,81.6,16.0,52.2,84.8,19.1,,97.7,13.2,3.4,0.8,72.7,0.1,7.6,2.3,14.5,4.2,1.2,73.7,0.3,8.6,,14.8,85.2,7.5,2.9,0.6,72.6,0.1
0,11356,544,,7.9,5.2,6.2,5.4,6.0,15.9,13.4,14.7,6.0,6.3,6.8,4.8,1.4,,,80.7,22.8,77.2,74.0,69.3,16.5,13.0,,49.8,75.0,11.2,50.2,79.4,14.8,,95.5,35.9,1.8,0.3,29.4,0.2,27.9,4.5,39.5,2.1,0.7,31.6,0.5,30.2,,40.3,59.7,26.5,1.5,,29.0,0.2
0,11357,798,,6.0,4.5,6.2,4.7,4.8,11.1,11.8,14.8,6.9,7.6,11.3,7.0,3.3,,,83.3,19.6,80.4,77.8,73.9,25.8,21.7,,47.5,80.0,19.9,52.5,80.7,23.3,,97.5,70.1,0.6,0.2,22.1,,4.4,2.5,72.4,1.3,0.3,23.5,0.2,4.9,,15.6,84.4,59.8,0.5,0.1,22.0,
0,11358,561,,5.3,4.0,5.1,4.7,5.0,14.0,13.5,15.5,7.5,6.1,10.8,6.4,2.0,,,85.6,17.5,82.5,80.0,75.9,22.8,19.2,,49.4,81.3,17.7,50.6,83.7,20.7,,97.6,41.7,0.9,0.4,47.1,,7.5,2.4,43.7,1.6,0.8,48.5,,8.1,,16.8,83.2,33.5,0.5,0.3,47.0,
0,11360,309,,6.5,3.9,4.6,3.3,3.3,9.5,14.5,13.0,7.3,7.1,12.3,9.2,5.5,,,85.0,17.1,82.9,81.3,78.3,31.7,27.0,,46.2,81.5,24.1,53.8,84.2,29.4,,98.4,62.2,1.0,0.1,32.6,,2.4,1.6,63.5,1.6,0.2,33.4,0.1,2.9,,9.8,90.2,55.2,0.8,0.1,32.4,
0,11361,443,,4.4,4.1,5.4,5.0,5.5,14.5,13.5,14.6,7.0,6.8,10.7,5.4,3.2,,,86.0,17.3,82.7,80.3,75.5,23.3,19.3,,49.0,80.7,17.5,51.0,84.6,21.0,,98.3,48.6,3.8,,40.9,,4.9,1.7,49.7,4.6,0.5,41.7,,5.5,,12.9,87.1,41.8,3.6,,40.6,
0,11362,304,,5.1,5.5,3.4,4.1,4.3,9.9,13.0,13.6,8.2,7.1,13.2,6.8,5.8,,,86.0,16.3,83.7,81.4,77.6,29.9,25.8,,46.9,81.9,25.1,53.1,85.3,26.4,,97.1,49.7,0.9,,43.3,,3.2,2.9,52.4,2.2,1.2,43.7,,3.3,,8.9,91.1,44.3,0.8,,43.3,
0,11363,97,,4.9,5.7,6.3,3.2,4.0,10.2,13.5,15.2,9.8,5.7,11.5,6.9,3.2,,,83.1,18.9,81.1,79.4,76.0,24.8,21.6,,48.1,78.1,18.2,51.9,83.9,24.7,,98.0,59.3,1.8,,32.6,,4.3,2.0,61.3,2.1,0.3,34.2,,4.3,,13.1,86.9,50.8,1.6,,32.6,
0,11364,459,,5.4,4.9,5.5,5.7,4.3,11.7,12.8,15.7,8.2,7.6,10.9,4.9,2.4,,,84.2,19.7,80.3,76.9,74.2,21.6,18.2,,49.0,78.2,17.1,51.0,82.3,19.3,,98.3,40.0,2.6,0.9,52.1,,2.8,1.7,41.3,3.2,0.9,53.6,0.1,2.9,,9.6,90.4,34.0,2.1,0.9,51.9,
0,11365,821,,7.3,4.6,5.9,5.3,5.7,14.2,12.7,14.6,7.9,7.0,7.8,4.7,2.3,,,82.2,20.4,79.6,75.8,71.2,18.6,14.8,,47.5,79.6,14.4,52.5,79.6,15.2,,95.8,33.4,8.5,0.4,44.9,,8.7,4.2,37.2,9.5,0.7,46.2,0.1,10.7,,19.7,80.3,25.3,7.4,0.2,44.6,
0,11366,385,,6.1,4.3,6.3,5.6,8.4,12.7,11.4,13.6,6.9,7.6,9.7,5.0,2.4,,,83.4,20.6,79.4,76.7,69.3,21.2,17.1,,47.6,78.6,16.3,52.4,80.2,17.8,,97.4,43.0,5.2,,45.6,,3.6,2.6,45.4,5.7,,47.7,0.1,3.7,,8.9,91.1,39.0,4.9,,45.2,
0,11367,1014,,8.1,7.1,5.6,5.9,6.9,14.8,11.7,10.1,6.4,7.7,9.6,4.3,2.0,,,79.3,23.9,76.1,71.7,66.6,20.2,16.0,,48.1,74.7,15.1,51.9,77.4,16.8,,96.0,56.0,8.4,0.2,26.0,,5.3,4.0,59.4,9.4,0.7,28.0,0.1,6.5,,17.9,82.1,46.4,7.4,0.2,25.5,
0,11368,4435,,9.0,7.4,7.0,5.7,7.0,18.7,16.1,11.9,4.5,4.2,5.1,2.5,1.1,,,76.6,27.1,72.9,69.5,63.9,10.9,8.6,,52.0,73.9,6.9,48.0,71.9,10.5,,97.9,37.7,10.5,0.7,12.0,,37.1,2.1,39.1,11.4,0.9,12.3,0.2,38.3,,75.5,24.5,3.9,8.3,0.2,11.2,
0,11369,1570,,7.2,5.0,5.7,5.5,7.1,14.8,13.6,14.1,6.6,5.0,8.3,4.9,2.2,,,82.1,21.4,78.6,75.2,69.6,17.9,15.4,,49.2,78.1,12.9,50.8,79.1,17.8,,96.5,28.8,16.3,0.2,12.3,,38.8,3.5,31.5,17.9,0.7,13.2,0.4,40.2,,63.6,36.4,8.1,14.8,0.1,12.3,
0,11370,1308,,4.9,3.2,4.1,6.8,8.7,18.2,15.5,15.4,6.1,4.6,6.6,3.9,1.9,,,87.8,15.8,84.2,79.4,72.3,15.0,12.5,,59.3,85.4,8.8,40.7,82.5,18.0,,97.9,42.1,15.0,1.1,22.0,,17.7,2.1,43.9,15.6,1.1,23.3,,18.5,,37.4,62.6,25.3,13.8,0.1,22.0,
0,11372,2464,,5.5,4.8,5.2,3.7,4.4,15.9,18.5,14.7,6.2,5.4,9.5,4.3,1.8,,,84.4,18.1,81.9,79.9,76.3,18.9,15.6,,49.8,80.5,11.5,50.2,83.3,19.6,,96.3,57.3,3.2,0.4,20.5,0.2,14.7,3.7,60.2,3.9,1.5,21.7,0.4,16.2,,57.6,42.4,17.8,2.4,0.1,20.2,0.1
0,11373,3177,,6.0,5.5,5.1,5.0,6.2,17.8,14.8,13.5,6.3,6.3,7.8,4.2,1.5,,,83.4,19.8,80.2,77.3,72.2,17.0,13.6,,50.1,80.0,11.3,49.9,80.4,15.8,,97.8,21.7,2.1,0.9,48.6,,24.5,2.2,23.2,2.6,1.4,49.6,0.3,25.2,,41.4,58.6,6.5,1.8,0.5,48.3,
0,11374,1060,,5.5,4.3,3.1,3.0,4.7,17.0,13.5,11.8,9.1,6.9,11.7,6.3,3.1,,,87.1,14.9,85.1,83.2,79.4,25.0,21.1,,45.9,84.1,18.6,54.1,85.9,23.2,,95.1,52.7,4.4,0.1,32.1,,5.7,4.9,57.2,5.5,1.6,34.4,0.1,6.3,,16.3,83.7,43.5,3.9,,31.8,
0,11375,1486,,7.0,5.8,4.1,2.8,2.9,14.9,15.6,12.8,7.2,6.7,10.5,6.5,3.2,,,83.1,18.6,81.4,79.9,77.4,23.7,20.1,,45.9,79.7,17.6,54.1,82.8,22.3,,95.3,60.8,2.7,0.3,28.0,,3.5,4.7,64.5,4.7,0.6,30.8,0.3,4.2,,15.7,84.3,50.0,2.5,0.1,27.9,
0,11377,2174,,4.9,4.8,4.8,4.1,5.5,16.0,19.1,13.9,6.7,5.1,8.8,5.0,1.5,,,85.5,17.1,82.9,80.2,76.0,18.0,15.2,,51.3,82.8,12.6,48.7,82.9,17.9,,96.9,48.9,2.7,0.4,37.2,,7.8,3.1,51.3,3.3,1.2,38.6,0.2,8.7,,38.1,61.9,21.0,1.9,0.2,36.8,
0,11378,722,,7.1,6.0,5.9,6.1,5.6,14.9,14.9,13.9,7.0,6.0,6.8,3.5,2.3,,,81.0,23.4,76.6,73.8,69.3,15.9,12.6,,48.7,75.2,10.7,51.3,78.0,14.5,,96.7,72.0,1.7,0.2,10.3,0.1,12.4,3.3,75.1,2.8,0.9,10.8,0.2,13.8,,32.2,67.8,54.1,1.4,0.1,10.3,
0,11379,792,,5.1,6.0,5.9,4.2,4.7,12.6,14.3,15.8,7.5,6.2,8.8,6.4,2.4,,,83.0,19.7,80.3,77.6,74.0,21.3,17.6,,47.3,79.3,15.5,52.7,81.1,19.4,,96.9,78.1,1.0,0.2,11.0,,6.6,3.1,80.8,1.9,0.5,12.1,0.1,7.8,,20.1,79.9,66.2,0.9,,11.0,
0,11385,2114,,6.5,6.2,6.0,5.6,6.8,17.9,15.0,13.6,6.4,5.5,5.6,3.3,1.5,,,81.3,22.2,77.8,74.4,68.9,13.6,10.4,,49.7,77.4,8.5,50.3,78.2,12.3,,97.8,81.7,2.3,0.2,6.7,,7.0,2.2,83.5,3.0,0.4,7.5,,7.7,,44.3,55.7,46.1,1.6,,6.7,
0,11411,675,,4.5,4.1,6.0,4.9,7.2,12.2,12.3,14.8,8.8,6.0,10.5,6.4,2.3,,,85.3,18.0,82.0,79.6,73.3,22.2,19.2,,46.2,79.7,15.6,53.8,84.0,22.2,,98.7,3.4,92.6,0.1,0.3,,2.3,1.3,3.7,93.8,0.3,0.6,,3.0,,6.6,93.4,1.0,90.5,0.1,0.3,
0,11412,1220,,5.8,5.0,5.9,6.3,7.6,13.1,11.7,15.3,8.5,6.0,8.5,4.5,1.7,,,83.2,20.6,79.4,75.5,69.3,17.6,14.7,,45.8,78.2,11.6,54.2,80.4,17.3,,97.7,1.8,90.0,0.7,2.4,0.1,2.8,2.3,2.7,92.0,1.5,2.8,0.2,3.4,,5.1,94.9,0.8,88.3,0.7,2.3,0.1
0,11413,1292,,5.5,6.1,6.0,6.9,6.3,13.4,12.4,14.7,6.2,6.3,9.0,5.4,1.9,,,82.5,21.7,78.3,74.2,69.3,19.6,16.3,,46.6,75.9,14.2,53.4,80.4,18.1,,98.3,2.3,92.1,0.2,1.1,0.1,2.4,1.7,3.0,93.6,0.7,1.6,0.1,2.8,,4.9,95.1,1.5,90.0,0.2,1.1,0.1
0,11414,796,,5.5,3.6,7.1,5.1,4.7,10.3,13.6,13.4,7.4,7.3,10.7,7.0,4.2,,,83.8,20.0,80.0,77.5,73.9,27.2,22.0,,47.7,76.5,19.8,52.3,83.1,23.9,,94.0,77.9,1.9,,5.2,,9.0,6.0,81.6,4.4,0.8,7.6,,13.0,,22.3,77.7,67.8,1.8,,5.0,
0,11415,526,,6.3,5.5,5.2,4.2,5.7,16.4,15.0,13.8,6.2,5.9,9.6,4.1,2.3,,,83.0,19.9,80.1,78.2,73.2,19.3,15.9,,47.8,77.2,13.1,52.2,82.7,18.5,,96.0,58.9,5.4,0.5,19.0,0.1,12.2,4.0,61.9,7.0,1.2,20.9,0.2,13.0,,24.9,75.1,46.5,5.0,0.3,19.0,0.1
0,11416,696,,6.8,6.1,6.5,7.3,7.4,14.7,13.5,15.3,6.9,5.4,6.1,3.1,1.1,,,80.6,23.9,76.1,71.4,66.0,13.6,10.2,,49.4,75.4,8.8,50.6,76.8,11.6,,93.8,27.4,6.3,,33.3,,26.7,6.2,30.8,8.3,0.7,35.9,0.1,31.0,,45.1,54.9,12.7,4.8,,33.1,
0,11417,876,,5.9,5.4,6.5,6.6,7.8,13.7,13.0,15.7,7.4,5.5,8.1,3.0,1.4,,,82.1,22.2,77.8,73.0,67.6,15.1,12.5,,48.0,78.4,10.8,52.0,77.3,14.0,,94.7,35.8,7.4,0.2,29.0,,22.2,5.3,38.6,9.9,1.0,31.4,0.3,24.6,,38.5,61.5,19.6,5.8,,28.6,
0,11418,1070,,7.3,6.4,5.8,6.6,7.4,16.2,12.5,14.2,5.9,6.2,6.6,3.1,1.6,,,80.5,23.5,76.5,72.3,66.4,14.9,11.3,,50.2,75.4,9.4,49.8,77.6,13.2,,93.6,40.6,7.3,0.6,23.9,,21.1,6.4,44.4,9.5,1.4,26.5,0.6,24.2,,45.7,54.3,16.4,6.4,0.4,23.9,
0,11419,1165,,6.2,5.1,5.6,5.8,8.7,16.0,12.6,15.3,7.2,6.1,7.1,3.5,0.9,,,83.0,20.2,79.8,75.3,68.6,14.9,11.5,,50.4,78.1,10.2,49.6,81.5,12.8,,94.0,10.1,16.4,1.0,32.6,,34.0,6.0,11.2,19.1,1.6,35.3,1.3,37.8,,18.9,81.1,4.3,15.7,0.8,32.2,
0,11420,1337,,5.0,5.0,5.9,6.3,7.5,15.4,12.5,15.2,8.7,6.8,6.6,3.9,1.3,,,84.1,19.8,80.2,76.2,70.2,15.0,11.7,,49.0,79.1,10.4,51.0,81.2,13.0,,93.4,15.3,24.5,0.9,31.0,0.2,21.5,6.6,17.2,28.1,1.9,34.4,1.0,24.8,,24.0,76.0,4.9,23.0,0.8,31.0,0.2
0,11421,1171,,6.3,5.7,6.0,6.0,7.6,14.7,14.4,13.7,7.8,5.3,8.1,3.2,1.4,,,82.1,21.7,78.3,74.8,68.5,15.3,12.6,,50.0,76.9,11.5,50.0,79.7,13.7,,93.3,44.2,4.7,0.6,19.6,,24.2,6.7,48.6,7.0,1.0,21.1,0.1,29.5,,58.6,41.4,16.8,3.0,0.2,19.3,
0,11422,962,,6.1,5.1,5.3,6.1,7.1,15.2,12.8,15.0,7.6,6.7,7.8,4.0,1.2,,,83.5,20.0,80.0,75.7,70.3,16.8,13.0,,46.4,77.4,11.8,53.6,82.3,14.0,,98.0,5.5,85.2,1.0,2.1,,4.3,2.0,6.5,86.8,1.1,2.8,0.3,4.9,,9.6,90.4,3.3,82.5,0.3,2.0,
0,11423,1060,,5.4,5.1,5.0,5.4,6.6,14.9,12.9,14.4,7.9,7.3,9.0,4.0,2.2,,,84.5,18.8,81.2,77.8,72.6,19.8,15.2,,48.7,80.9,13.3,51.3,81.4,17.0,,96.2,13.0,38.8,0.7,28.5,,15.2,3.8,13.6,41.4,1.3,30.4,,17.3,,14.2,85.8,8.9,38.5,0.6,28.5,
0,11426,491,,7.8,6.2,5.1,4.2,6.7,15.7,11.7,13.3,7.5,6.4,10.8,2.7,1.9,,,80.9,21.3,78.7,75.7,70.0,19.7,15.4,,49.9,77.2,13.0,50.1,80.2,17.8,,96.9,38.9,6.6,0.5,44.2,,6.7,3.1,40.3,7.6,0.7,46.4,0.1,8.2,,18.9,81.1,28.0,6.1,0.1,44.1,
0,11427,772,,8.3,4.9,4.4,5.1,5.2,12.6,13.2,14.5,7.7,7.9,8.9,4.6,2.7,,,82.4,20.6,79.4,76.1,72.1,19.9,16.2,,49.4,78.2,14.2,50.6,80.5,18.2,,94.0,29.3,20.7,1.2,31.3,,11.4,6.0,31.1,22.1,2.2,35.8,0.6,14.8,,19.5,80.5,19.8,19.7,0.5,31.1,
0,11428,662,,4.9,5.5,5.4,6.2,6.2,14.2,12.2,16.6,7.1,6.6,10.7,3.5,1.0,,,84.2,20.0,80.0,76.2,71.8,18.3,15.2,,48.6,79.6,13.7,51.4,80.4,16.6,,88.4,22.7,21.0,0.2,25.8,0.5,18.3,11.6,26.0,25.2,1.5,32.5,1.5,25.5,,25.3,74.7,11.1,20.3,0.1,25.4,0.1
0,11429,920,,4.9,5.0,5.6,6.4,8.2,14.4,12.3,14.9,6.8,7.0,8.4,4.5,1.6,,,84.5,19.5,80.5,76.5,69.9,17.8,14.5,,46.9,79.5,12.7,53.1,81.3,16.0,,97.7,3.5,76.2,0.8,4.1,0.2,12.9,2.3,3.8,77.7,1.3,5.3,0.2,14.0,,12.4,87.6,1.6,74.0,0.7,4.1,0.2
0,11432,1764,,6.7,5.1,5.6,8.6,8.0,14.4,12.6,12.3,6.7,6.0,7.6,4.6,1.8,,,82.6,20.8,79.2,72.3,66.0,17.8,14.0,,47.2,77.7,12.8,52.8,80.5,15.0,,95.2,19.1,16.0,0.6,41.6,0.2,17.7,4.8,21.9,17.8,1.7,44.1,0.4,19.3,,24.4,75.6,12.9,14.7,0.4,41.3,
0,11433,927,,6.2,5.6,7.5,7.4,7.7,15.6,12.0,13.5,6.4,5.9,7.4,3.2,1.6,,,80.8,24.1,75.9,71.3,65.6,15.2,12.2,,45.8,74.7,10.2,54.2,76.9,14.0,,96.8,3.9,64.3,,8.8,,19.8,3.2,4.9,66.5,0.5,9.4,0.4,21.5,,18.9,81.1,1.6,62.0,,8.8,
0,11434,2041,,6.6,5.5,7.1,6.2,7.0,14.3,12.1,14.0,6.8,5.3,8.3,4.4,2.5,,,80.9,23.2,76.8,73.0,67.7,18.2,15.2,,44.4,72.1,11.6,55.6,80.5,18.0,,98.0,2.9,87.5,,2.5,,5.1,2.0,3.8,88.7,0.5,3.2,0.2,5.9,,7.5,92.5,1.6,84.9,,2.5,
0,11435,1601,,6.6,6.3,5.2,4.8,6.0,19.8,13.9,13.5,6.4,5.7,7.1,3.5,1.4,,,81.9,21.0,79.0,76.3,71.1,14.9,11.9,,49.7,77.3,9.6,50.3,80.7,14.2,,95.6,16.9,23.6,0.2,24.3,,30.4,4.4,19.3,25.2,1.0,26.1,0.6,32.6,,31.1,68.9,11.4,22.4,0.1,24.3,
0,11436,512,,5.9,6.3,6.4,5.7,7.3,15.4,14.0,15.7,7.1,5.6,6.4,2.6,1.5,,,81.5,22.4,77.6,74.4,68.4,13.3,10.5,,49.4,76.1,8.7,50.6,79.1,12.3,,95.5,5.6,61.7,0.7,10.5,,17.0,4.5,6.7,64.5,1.7,12.5,0.6,19.2,,14.8,85.2,1.5,59.7,0.4,10.4,
0,11691,2271,,10.2,9.4,7.1,6.4,6.9,14.2,10.4,11.7,6.1,5.2,6.6,4.2,1.7,,,73.3,30.7,69.3,65.1,59.9,15.3,12.4,,45.9,66.7,11.4,54.1,71.6,13.2,,97.6,38.9,46.8,0.2,3.5,0.1,8.0,2.4,40.2,48.9,0.6,3.9,0.3,8.7,,26.4,73.6,24.0,44.3,,3.5,0.1
0,11692,586,,6.8,8.7,8.3,7.1,5.9,14.0,11.5,13.5,6.8,5.1,7.6,3.1,1.6,,,76.2,28.2,71.8,67.4,63.1,15.3,12.2,,46.5,66.7,11.4,53.5,76.2,13.0,,98.0,22.6,60.9,0.7,5.7,,8.0,2.0,23.7,61.9,1.0,6.2,0.1,9.1,,24.4,75.6,10.0,57.0,0.2,5.7,
0,11693,322,,7.7,6.4,5.0,4.7,7.1,12.9,12.5,17.4,7.1,6.9,7.9,3.5,0.9,,,80.8,21.9,78.1,73.7,69.1,16.8,12.3,,48.8,76.6,9.4,51.2,79.5,15.1,,94.6,63.3,19.9,,4.0,,7.4,5.4,66.5,22.6,0.8,4.9,,10.9,,29.5,70.5,46.9,16.1,,4.0,
0,11694,695,,6.5,4.2,5.7,4.4,3.9,10.4,10.4,16.1,10.2,7.6,11.6,5.3,3.6,,,83.5,19.6,80.4,77.9,75.3,25.2,20.5,,51.2,80.2,18.0,48.8,80.6,23.0,,98.9,81.3,6.8,1.0,3.5,,6.3,1.1,82.3,7.1,1.8,3.7,,6.3,,14.9,85.1,73.0,6.0,0.7,3.5,
0,11697,107,,6.3,5.4,6.9,5.0,5.7,7.3,8.5,13.9,7.3,8.3,12.8,8.4,4.2,,,81.3,21.8,78.2,75.3,70.6,30.1,25.4,,48.0,82.6,25.2,52.0,74.1,25.6,,100.0,95.4,0.6,,0.6,,3.4,,95.4,0.6,,0.6,,3.4,,6.5,93.5,91.6,0.6,,0.6,
