,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,61604,"14,417","12,647","8,342","4,305",2.35,2.22,"1,770",232,565,2,"8,574",2.7,"4,870",11.6,"19,589","9,564","14,417","10,934","10,779",155,546,197,749,563,820,608,-,42,"14,417",45,372,699,926,"1,465","1,837","3,261","2,251","3,561","12,647","5,304","3,534","1,728","2,081","12,647","1,835","5,168","4,117","1,527","12,647","9,567",108,"2,875",12,-,26,-,8,51,"12,647",42,153,422,"12,647","12,499",66,82,"8,342","1,171","3,814","2,218",796,260,51,14,-,18,"$91,600","$111,430","8,342","5,258","1,185",$969,"3,084",374,$442,"4,305","4,025",280,$708,$742,"1,953","1,739"
0,61605,"7,388","5,829","2,184","3,645",2.73,2.66,"1,559",7,360,-,"2,191",0.3,"4,005",9.0,"5,961","9,700","7,388","5,588","5,510",78,170,127,448,295,737,23,-,3,"7,388",47,334,520,446,583,633,854,838,"3,133","5,829","3,223","1,172",533,901,"5,829","1,664","2,613","1,108",444,"5,829","4,339",24,"1,416",-,-,-,6,24,20,"5,829",32,65,347,"5,829","5,676",135,18,"2,184","1,487",489,107,60,13,5,-,15,8,"$36,700","$61,754","2,184",771,200,$729,"1,413",214,$325,"3,645","3,408",237,$687,$672,"1,978","1,485"
0,61610,"2,252","2,146","1,539",607,2.60,2.46,106,-,-,-,"1,539",-,607,-,"4,001","1,492","2,252","1,732","1,716",16,11,68,104,15,-,322,-,143,"2,252",-,54,172,148,293,238,596,453,298,"2,146",831,638,333,344,"2,146",117,876,676,477,"2,146","1,798",33,287,-,-,-,-,28,-,"2,146",12,-,31,"2,146","2,107",39,-,"1,539",336,895,220,77,11,-,-,-,-,"$81,300","$76,862","1,539",897,216,$877,642,94,$424,607,491,116,$628,$710,162,157
0,61611,"11,826","10,777","8,248","2,529",2.36,2.01,"1,049",200,353,51,"8,448",2.4,"2,882",12.2,"19,492","5,074","11,826","10,045","9,814",231,267,325,208,182,628,171,-,14,"11,826",180,853,"1,307",939,"1,854","2,073","2,034",951,"1,635","10,777","4,551","2,408","1,762","2,056","10,777",591,"3,207","4,584","2,395","10,777","8,839",320,"1,574",-,-,35,-,5,4,"10,777",3,143,272,"10,777","10,725",13,39,"8,248",370,"1,604","2,468","2,223","1,229",260,70,20,4,"$143,200","$151,655","8,248","5,106",983,"$1,242","3,142",318,$524,"2,529","2,368",161,$728,$975,"1,100","1,023"
0,61614,"14,206","12,683","8,193","4,490",2.30,1.92,"1,523",331,720,54,"8,524",3.9,"5,210",13.8,"18,873","8,614","14,206","9,070","8,695",375,216,445,809,"1,757","1,874",35,-,2,"14,206",198,618,"1,063","1,310","3,320","3,383","2,912",800,602,"12,683","6,444","2,515","1,508","2,216","12,683",964,"5,629","4,647","1,443","12,683","8,598",188,"3,854",-,-,5,-,22,16,"12,683",28,114,165,"12,683","12,528",89,66,"8,193",203,"1,455","2,659","1,955","1,422",390,80,29,-,"$146,100","$160,012","8,193","4,960","1,030","$1,285","3,233",406,$610,"4,490","4,415",75,$805,$929,"1,658","2,545"
0,61615,"10,668","9,802","5,797","4,005",2.69,1.87,866,228,390,14,"6,025",3.8,"4,395",8.9,"15,571","7,493","10,668","6,778","5,866",912,270,274,633,968,"1,570",175,-,16,"10,668",795,"2,240","1,566","1,259","2,263","1,268",794,213,270,"9,802","5,353","2,418",990,"1,041","9,802",695,"3,893","3,569","1,645","9,802","6,309",170,"3,256",15,3,-,-,36,13,"9,802",3,90,339,"9,802","9,687",52,63,"5,797",171,777,"1,070","1,199","1,430",760,349,38,3,"$183,500","$227,489","5,797","3,454",737,"$1,513","2,343",209,$668,"4,005","3,906",99,$867,$971,"1,471","2,582"
0,61701,"16,874","15,213","7,922","7,291",2.41,2.00,"1,661",133,599,29,"8,055",1.7,"7,890",7.6,"19,102","14,559","16,874","10,014","9,580",434,991,"1,446","1,182","1,101","1,409",711,20,42,"16,874",242,635,"1,517","1,124","2,216","2,236","2,053","1,559","5,292","15,213","8,460","3,324","1,785","1,644","15,213","1,864","6,298","5,404","1,647","15,213","11,934",194,"2,756",13,-,-,-,216,100,"15,213",42,53,433,"15,213","14,940",215,58,"7,922",651,"2,145","2,736","1,380",667,238,90,15,-,"$117,900","$134,332","7,922","5,108","1,123","$1,138","2,814",312,$454,"7,291","7,098",193,$760,$812,"2,983","3,620"
0,61704,"15,434","14,773","10,019","4,754",2.70,2.12,661,111,333,-,"10,130",1.1,"5,087",6.5,"27,077","10,064","15,434","9,683","8,579","1,104",65,583,"1,398","1,784",867,"1,054",-,68,"15,434",572,"3,721","4,096","2,806","2,759","1,043",178,115,144,"14,773","7,581","4,244","1,987",961,"14,773",750,"4,946","6,607","2,470","14,773","11,134",78,"3,496",9,-,9,-,7,40,"14,773",53,97,209,"14,773","14,504",137,132,"10,019",745,467,"1,279","2,485","3,447","1,223",352,21,-,"$200,900","$214,398","10,019","6,399",969,"$1,676","3,620",406,$654,"4,754","4,657",97,$937,"$1,018","1,226","3,248"
0,61705,"4,873","4,458","3,729",729,3.02,2.34,415,31,243,-,"3,760",0.8,972,25.0,"11,267","1,704","4,873","3,961","3,786",175,47,78,-,547,158,82,-,17,"4,873",607,"1,586",902,406,666,330,82,52,242,"4,458","2,189","1,374",575,320,"4,458",81,"1,021","2,185","1,171","4,458","3,171",248,999,9,-,8,-,23,-,"4,458",-,4,57,"4,458","4,403",55,-,"3,729",70,167,236,676,"1,245","1,096",228,11,-,"$258,600","$268,557","3,729","2,947",404,"$1,955",782,48,$670,729,693,36,$919,$986,358,481
0,61761,"21,644","19,689","10,809","8,880",2.62,2.44,"1,955",33,837,33,"10,842",0.3,"9,717",8.6,"28,361","21,694","21,644","11,872","10,556","1,316",350,"1,077","2,613","2,806","2,470",456,-,21,"21,644","1,311","3,819","4,237","2,414","4,462","2,489","1,472",478,962,"19,689","11,781","4,340","1,980","1,588","19,689","1,170","7,023","8,059","3,437","19,689","13,833",248,"5,484",-,-,12,-,44,68,"19,689",146,215,447,"19,689","19,530",136,23,"10,809",567,479,"2,648","3,519","2,867",620,85,-,24,"$170,200","$182,792","10,809","7,542","1,317","$1,452","3,267",224,$590,"8,880","8,654",226,$854,"$1,006","4,145","5,438"
0,61764,"5,622","5,168","3,423","1,745",2.40,2.21,454,46,137,23,"3,469",1.3,"1,882",7.3,"8,204","3,859","5,622","4,164","3,946",218,190,288,209,115,331,325,-,58,"5,622",150,314,598,419,903,725,597,368,"1,548","5,168","2,410","1,183",688,887,"5,168",492,"1,768","2,086",822,"5,168","3,885",435,771,3,-,25,-,25,24,"5,168",20,65,111,"5,168","5,073",63,32,"3,423",270,"1,310",752,544,354,80,92,8,13,"$106,900","$141,510","3,423","1,967",535,"$1,114","1,456",85,$541,"1,745","1,622",123,$697,$704,774,660
0,61801,"13,122","11,568","3,766","7,802",2.31,2.04,"1,554",155,895,51,"3,921",4.0,"8,697",10.3,"8,692","15,896","13,122","5,336","4,973",363,331,642,"1,366","2,386","3,061",-,-,-,"13,122",379,"1,531","1,519","1,330","2,016","2,050","1,359",813,"2,125","11,568","8,482","1,593",612,881,"11,568","2,474","5,578","2,564",952,"11,568","5,895",134,"5,286",18,-,16,16,65,138,"11,568",32,168,-,"11,568","10,786",99,683,"3,766",119,785,969,895,679,267,52,-,-,"$150,400","$164,777","3,766","2,112",613,"$1,305","1,654",178,$656,"7,802","7,719",83,$807,$886,"4,004","4,527"
0,61802,"9,668","8,579","4,958","3,621",2.45,1.83,"1,089",252,474,30,"5,210",4.8,"4,095",11.6,"12,158","6,609","9,668","5,026","4,548",478,430,193,996,831,903,"1,289",-,133,"9,668",528,"1,842","1,025","1,841","1,969","1,145",439,363,516,"8,579","4,570","2,176",975,858,"8,579",849,"3,786","3,024",920,"8,579","5,058",291,"3,068",-,-,39,-,42,81,"8,579",57,86,-,"8,579","8,245",77,257,"4,958",805,"1,256","1,065",769,664,256,143,-,-,"$122,800","$142,490","4,958","3,041",671,"$1,282","1,917",272,$515,"3,621","3,561",60,$824,$896,"1,800","2,324"
0,61820,"16,572","14,299","3,074","11,225",2.28,2.12,"2,273",83,"1,239",38,"3,157",2.6,"12,464",9.9,"7,000","23,801","16,572","4,576","4,376",200,383,936,"1,667","3,367","5,216",427,-,26,"16,572","1,627","1,686","2,188","1,990","2,216","1,813","1,792",588,"2,672","14,299","11,012","1,710",838,739,"14,299","3,479","6,695","3,275",850,"14,299","6,890",176,"7,102",-,-,49,-,28,54,"14,299",33,174,-,"14,299","12,996",117,"1,186","3,074",364,610,653,762,462,145,29,49,-,"$141,100","$160,131","3,074","1,712",353,"$1,237","1,362",165,$548,"11,225","11,117",108,$860,"$1,023","5,896","7,305"
0,61821,"14,690","13,366","7,704","5,662",2.24,2.28,"1,324",345,488,42,"8,049",4.3,"6,150",7.9,"17,264","12,929","14,690","10,661","10,020",641,370,211,873,"1,587",784,204,-,14,"14,690",421,583,"1,206","1,670","2,907","2,822","2,695","1,042","1,344","13,366","6,604","2,914","1,631","2,217","13,366","1,068","5,730","5,196","1,372","13,366","8,903",68,"4,222",41,14,20,-,60,38,"13,366",16,16,-,"13,366","12,756",173,437,"7,704",161,"1,391","2,853","1,819",919,381,158,22,-,"$137,500","$160,383","7,704","5,011","1,129","$1,206","2,693",319,$532,"5,662","5,520",142,$924,$963,"2,275","3,782"
0,61822,"10,842","10,226","7,099","3,127",2.69,2.15,616,220,141,49,"7,319",3.0,"3,268",4.3,"19,080","6,721","10,842","8,163","6,814","1,349",164,424,760,750,354,227,-,21,"10,842",944,"3,721","2,715","1,619",990,296,232,29,296,"10,226","5,596","2,772","1,122",736,"10,226",439,"3,359","4,712","1,716","10,226","6,322",482,"3,345",9,-,-,-,18,50,"10,226",22,41,-,"10,226","9,853",135,238,"7,099",123,244,"1,114","1,560","2,163","1,459",382,54,-,"$219,200","$247,441","7,099","4,862","1,066","$1,689","2,237",201,$703,"3,127","3,060",67,"$1,137","$1,177","1,163","2,479"
0,61832,"17,058","14,435","8,472","5,963",2.39,2.35,"2,623",268,705,-,"8,740",3.1,"6,668",10.6,"20,211","14,018","17,058","12,608","12,336",272,581,652,934,758,922,603,-,35,"17,058",155,549,805,"1,061","1,692","1,780","2,474","1,481","7,061","14,435","6,965","3,271","1,916","2,283","14,435","2,361","5,738","4,612","1,724","14,435","9,525",167,"4,525",-,-,57,-,25,136,"14,435",85,103,891,"14,435","14,117",256,62,"8,472","2,951","3,059","1,301",622,313,166,36,7,17,"$65,800","$89,999","8,472","4,052",784,$893,"4,420",562,$379,"5,963","5,698",265,$696,$704,"2,727","2,278"
0,61853,"5,302","4,953","4,132",821,2.82,2.85,349,75,161,9,"4,207",1.8,982,16.4,"11,641","2,340","5,302","4,221","3,850",371,191,113,29,87,160,501,-,94,"5,302",557,"1,108",906,925,905,290,275,110,226,"4,953","2,138","1,576",687,552,"4,953",193,937,"2,358","1,465","4,953","3,482",251,"1,143",6,-,-,-,58,13,"4,953",51,70,-,"4,953","4,822",16,115,"4,132",307,176,374,"1,096","1,254",729,187,9,-,"$207,900","$228,260","4,132","3,106",634,"$1,697","1,026",176,$633,821,821,-,"$1,000","$1,130",307,725
0,61866,"6,510","5,514","2,861","2,653",2.34,2.71,996,127,500,19,"2,988",4.3,"3,153",15.9,"6,702","7,179","6,510","4,184","3,630",554,334,574,487,258,182,491,-,75,"6,510",211,175,284,559,"1,180","1,189","1,576",462,874,"5,514","2,864","1,242",683,725,"5,514",495,"2,309","1,919",791,"5,514","4,068",195,"1,215",3,-,25,6,2,-,"5,514",20,9,-,"5,514","5,280",100,134,"2,861",433,"1,166",662,337,175,82,6,-,-,"$90,600","$104,086","2,861","1,546",338,$990,"1,315",162,$509,"2,653","2,614",39,$765,$790,"1,399","1,344"
0,61874,"3,589","3,388","1,635","1,753",2.73,2.03,201,11,163,27,"1,646",0.7,"1,916",8.5,"4,468","3,563","3,589","1,776","1,410",366,56,291,241,552,664,9,-,3,"3,589",356,985,777,540,513,250,116,21,31,"3,388","2,238",797,242,111,"3,388",308,"1,292","1,336",452,"3,388","2,088",34,"1,266",-,-,-,-,-,-,"3,388",-,75,-,"3,388","3,206",35,147,"1,635",63,31,249,291,790,191,12,-,8,"$219,600","$221,084","1,635","1,200",147,"$1,550",435,8,$638,"1,753","1,734",19,$895,"$1,081",932,"1,035"
0,61910,"1,553","1,449",928,521,3.08,2.40,104,4,46,23,932,0.4,567,8.1,"2,859","1,251","1,553","1,277","1,202",75,35,61,54,27,44,55,-,35,"1,553",51,123,179,182,238,144,178,72,386,"1,449",706,328,179,236,"1,449",235,387,553,274,"1,449",624,259,422,13,67,56,-,-,8,"1,449",-,51,148,"1,449","1,373",60,16,928,90,311,223,81,125,81,7,10,-,"$113,300","$156,509",928,498,165,"$1,079",430,73,$500,521,466,55,$708,$859,168,120
0,61920,"10,447","9,124","4,994","4,130",2.35,2.14,"1,323",75,723,79,"5,069",1.5,"4,853",14.9,"11,726","8,821","10,447","6,179","5,862",317,686,698,616,861,742,665,-,64,"10,447",161,838,"1,532","1,567","1,979","1,365",987,294,"1,724","9,124","5,599","1,446","1,053","1,026","9,124",748,"3,459","3,515","1,402","9,124","3,980",485,"4,571",-,-,55,-,6,27,"9,124",-,98,194,"9,124","9,033",33,58,"4,994",654,"1,577","1,352",586,519,250,51,5,-,"$107,100","$124,347","4,994","2,985",517,"$1,053","2,009",191,$490,"4,130","3,982",148,$707,$766,"2,363","1,788"
0,61938,"10,179","9,374","5,919","3,455",2.30,2.25,805,132,218,10,"6,051",2.2,"3,673",5.9,"13,593","7,767","10,179","7,773","7,630",143,420,497,500,158,642,181,8,18,"10,179",172,368,905,"1,012","1,274","1,476","1,524",665,"2,783","9,374","4,402","2,303","1,262","1,407","9,374",759,"3,624","3,558","1,433","9,374","5,901",334,"3,029",8,-,8,-,61,33,"9,374",31,82,256,"9,374","9,244",75,55,"5,919","1,021","2,229","1,282",628,533,185,26,-,15,"$92,800","$123,113","5,919","3,122",628,$976,"2,797",312,$448,"3,455","3,177",278,$635,$677,"1,216","1,241"
0,61953,"2,833","2,599","1,767",832,2.58,1.79,234,24,25,55,"1,791",1.3,857,2.9,"4,552","1,487","2,833","2,042","1,994",48,52,219,134,70,137,179,-,63,"2,833",200,212,303,245,464,299,456,193,461,"2,599","1,224",477,374,524,"2,599",241,768,"1,071",519,"2,599","1,616",165,755,14,8,30,-,11,-,"2,599",7,15,59,"2,599","2,580",8,11,"1,767",238,456,547,224,202,94,6,-,-,"$113,300","$123,217","1,767",934,173,"$1,247",833,92,$393,832,815,17,$708,$788,347,298
0,62002,"15,722","13,397","8,662","4,735",2.31,2.22,"2,325",199,444,81,"8,861",2.2,"5,179",8.6,"19,985","10,509","15,722","12,346","12,142",204,907,884,329,230,749,277,-,18,"15,722",156,699,829,830,"1,426","1,597","3,178","2,456","4,551","13,397","5,628","3,086","2,115","2,568","13,397","1,349","5,578","4,276","2,194","13,397","8,534",374,"4,316",25,-,78,-,33,37,"13,397",60,160,314,"13,397","13,195",133,69,"8,662","1,306","3,490","1,874",759,724,404,81,18,6,"$92,600","$119,473","8,662","5,321","1,423","$1,024","3,341",349,$445,"4,735","4,450",285,$771,$780,"2,359","2,356"
0,62010,"5,060","4,532","3,305","1,227",2.61,2.16,528,33,112,32,"3,338",1.0,"1,339",8.4,"8,624","2,655","5,060","4,062","3,925",137,16,608,58,110,114,83,9,16,"5,060",140,443,715,827,820,966,503,252,394,"4,532","1,794","1,314",624,800,"4,532",280,"1,216","1,973","1,063","4,532","2,874",206,"1,399",7,-,22,-,10,14,"4,532",-,58,84,"4,532","4,421",57,54,"3,305",97,746,928,696,613,184,34,7,-,"$142,600","$157,336","3,305","2,183",451,"$1,237","1,122",146,$541,"1,227","1,160",67,$799,$901,542,626
0,62012,"2,672","2,525","2,214",311,2.55,2.30,147,-,44,26,"2,214",-,355,12.4,"5,653",714,"2,672","2,370","2,370",-,50,19,19,13,21,168,12,63,"2,672",82,477,392,341,391,460,238,80,211,"2,525",771,714,551,489,"2,525",48,440,"1,133",904,"2,525","1,040",823,538,38,-,59,-,27,-,"2,525",-,-,58,"2,525","2,485",32,8,"2,214",89,475,510,333,562,234,11,-,-,"$153,800","$165,662","2,214","1,473",278,"$1,262",741,38,$541,311,210,101,$726,$753,84,85
0,62018,"1,473","1,290",824,466,2.37,2.31,183,-,49,13,824,-,515,9.5,"1,956","1,078","1,473","1,308","1,283",25,14,12,-,-,-,139,-,94,"1,473",22,99,83,47,48,341,532,222,79,"1,290",466,394,165,265,"1,290",120,529,405,236,"1,290",954,35,297,-,-,4,-,-,-,"1,290",4,4,31,"1,290","1,262",7,21,824,239,422,127,13,23,-,-,-,-,"$67,300","$68,183",824,452,116,$803,372,30,$338,466,401,65,$754,$766,225,203
0,62024,"4,864","4,271","2,868","1,403",2.48,1.99,593,115,206,-,"2,983",3.9,"1,609",12.8,"7,105","2,794","4,864","4,073","4,023",50,155,334,101,12,158,31,-,6,"4,864",72,242,108,295,625,962,"1,184",600,776,"4,271","1,829","1,200",489,753,"4,271",473,"1,251","1,807",740,"4,271","3,019",46,"1,206",-,-,-,-,-,-,"4,271",-,70,194,"4,271","4,230",41,-,"2,868",290,979,"1,004",439,51,66,16,-,23,"$106,300","$129,452","2,868","1,754",313,"$1,073","1,114",60,$437,"1,403","1,348",55,$825,$872,700,781
0,62025,"12,942","12,079","8,755","3,324",2.61,2.48,863,122,70,152,"8,877",1.4,"3,394",2.1,"22,843","8,250","12,942","10,522","10,268",254,260,552,578,622,187,221,-,17,"12,942",695,"2,013","2,720","1,348","1,274","1,075","1,275",831,"1,711","12,079","5,123","3,228","2,145","1,583","12,079",232,"2,795","5,493","3,559","12,079","7,158","1,187","3,573",24,-,94,-,17,26,"12,079",-,26,269,"12,079","11,997",56,26,"8,755",166,529,"1,585","1,458","2,483","1,943",560,22,9,"$222,300","$247,343","8,755","5,972","1,358","$1,718","2,783",166,$671,"3,324","3,138",186,$910,"$1,011","1,572","2,324"
0,62034,"6,008","5,589","4,092","1,497",2.65,1.80,419,31,214,-,"4,123",0.8,"1,711",12.5,"10,829","2,701","6,008","4,618","4,210",408,348,302,260,39,305,136,-,23,"6,008",276,"1,294","1,582",842,979,436,339,66,194,"5,589","2,709","1,535",711,634,"5,589",294,"1,577","2,623","1,095","5,589","3,333",61,"2,170",-,-,-,-,-,25,"5,589",-,88,45,"5,589","5,536",53,-,"4,092",154,251,458,978,"1,335",794,88,20,14,"$211,400","$232,500","4,092","2,653",448,"$1,725","1,439",259,$659,"1,497","1,456",41,"$1,021","$1,330",739,963
0,62035,"7,236","6,788","5,431","1,357",2.46,2.15,448,62,59,28,"5,493",1.1,"1,416",4.2,"13,353","2,923","7,236","6,202","6,008",194,61,364,151,46,367,45,-,6,"7,236",106,960,721,937,"1,425","1,387","1,067",265,368,"6,788","2,171","2,039","1,167","1,411","6,788",478,"2,030","2,697","1,583","6,788","3,484",359,"2,718",28,-,134,-,22,43,"6,788",43,194,226,"6,788","6,732",25,31,"5,431",208,"1,387","1,396","1,133",981,195,75,56,-,"$137,200","$163,990","5,431","3,327",764,"$1,220","2,104",234,$522,"1,357","1,257",100,$880,"$1,063",569,743
0,62040,"20,208","17,699","12,226","5,473",2.42,2.30,"2,509",305,288,44,"12,531",2.4,"5,761",5.0,"29,593","12,575","20,208","15,758","15,525",233,657,"1,284",467,365,467,"1,210",-,60,"20,208",258,"1,170","1,538","1,262","2,181","4,097","4,473","2,037","3,192","17,699","6,711","4,666","2,678","3,644","17,699","1,585","6,489","6,437","3,188","17,699","13,765",243,"3,544",16,-,-,-,67,64,"17,699",9,179,354,"17,699","17,513",75,111,"12,226","2,154","5,712","2,700",962,637,25,36,-,-,"$84,800","$92,816","12,226","6,737","1,484","$1,018","5,489",731,$429,"5,473","5,064",409,$770,$770,"2,491","2,673"
0,62052,"5,496","4,926","3,619","1,307",2.55,2.06,570,100,87,-,"3,719",2.7,"1,394",6.2,"9,214","2,687","5,496","4,621","4,534",87,204,240,120,41,180,90,-,16,"5,496",291,785,606,413,774,586,544,308,"1,189","4,926","2,019","1,346",673,888,"4,926",326,"1,613","1,755","1,232","4,926","2,518",699,"1,583",8,-,100,-,7,11,"4,926",8,86,147,"4,926","4,906",20,-,"3,619",199,908,851,709,715,199,16,22,-,"$141,800","$159,337","3,619","2,100",587,"$1,356","1,519",189,$503,"1,307","1,229",78,$594,$637,594,361
0,62056,"4,325","3,791","2,669","1,122",2.28,2.07,534,74,80,88,"2,743",2.7,"1,202",6.7,"6,087","2,325","4,325","3,510","3,480",30,87,217,72,49,130,260,-,60,"4,325",58,626,501,449,586,458,457,354,836,"3,791","1,652",935,576,628,"3,791",376,"1,219","1,545",651,"3,791","2,490",499,709,-,-,20,-,46,27,"3,791",-,52,114,"3,791","3,689",61,41,"2,669",437,"1,037",418,325,299,128,18,7,-,"$88,400","$119,336","2,669","1,442",206,$919,"1,227",177,$448,"1,122",896,226,$547,$575,450,153
0,62060,"2,583","1,973",966,"1,007",2.29,2.31,610,25,140,19,991,2.5,"1,147",12.2,"2,217","2,326","2,583","1,836","1,800",36,184,278,140,28,57,60,-,23,"2,583",99,228,40,122,176,164,566,453,735,"1,973",948,607,190,228,"1,973",345,"1,021",427,180,"1,973","1,427",9,510,-,-,21,-,-,6,"1,973",31,49,83,"1,973","1,927",46,-,966,608,320,20,10,6,-,2,-,-,"$41,200","$45,258",966,354,122,$874,612,146,$336,"1,007",892,115,$701,$716,607,278
0,62062,"3,620","3,465","2,678",787,2.41,1.81,155,105,-,-,"2,783",3.8,787,-,"6,445","1,421","3,620","2,946","2,748",198,41,167,127,20,319,-,-,-,"3,620",135,"1,284",931,276,483,254,109,58,90,"3,465","1,507","1,039",502,417,"3,465",269,981,"1,488",727,"3,465","2,446",73,858,-,-,-,-,-,88,"3,465",-,60,56,"3,465","3,317",32,116,"2,678",70,130,403,821,872,369,13,-,-,"$193,700","$198,176","2,678","1,884",402,"$1,608",794,79,$625,787,787,-,$966,$965,375,621
0,62069,"1,486","1,289","1,097",192,2.40,2.36,197,47,11,37,"1,144",4.1,203,5.4,"2,635",453,"1,486","1,295","1,292",3,7,18,13,7,-,142,4,96,"1,486",67,98,113,134,139,194,147,142,452,"1,289",384,347,300,258,"1,289",44,339,577,329,"1,289",911,164,168,4,-,35,-,7,-,"1,289",-,8,9,"1,289","1,286",3,-,"1,097",248,549,111,54,110,22,3,-,-,"$73,400","$93,193","1,097",505,119,$999,592,34,$369,192,171,21,$769,$823,95,106
