,zipcode,covid_cases,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,77059,18,"6,103","5,832","5,301",531,2.91,2.89,271,88,12,38,"5,389",1.6,543,2.2,"15,412","1,532","6,103","5,796","5,735",61,-,18,45,55,135,54,-,9,"6,103",287,568,"3,038",434,"1,663",51,27,16,19,"5,832","1,801","1,900","1,666",465,"5,832",51,987,"3,118","1,676","5,832","4,743",30,"1,037",-,-,16,-,6,-,"5,832",-,-,57,"5,832","5,795",15,22,"5,301",21,37,285,756,"1,546","2,113",470,17,56,"$300,400","$346,636","5,301","3,086",555,"$2,397","2,215",305,$913,531,503,28,"$1,648","$1,628",195,459
0,77060,92,"16,369","13,837","3,276","10,561",4.00,3.00,"2,532",72,"1,726",-,"3,348",2.2,"12,287",14.0,"13,120","31,701","16,369","4,186","3,971",215,80,779,"2,396","5,298","2,947",651,32,40,"16,369",121,"1,406","1,391","3,775","7,055","1,861",474,132,154,"13,837","9,717","2,611",903,606,"13,837","1,755","6,139","4,397","1,546","13,837","2,100",22,"11,661",-,-,-,-,-,54,"13,837",91,76,374,"13,837","12,129","1,285",423,"3,276",294,"1,376","1,182",359,29,33,3,-,-,"$99,100","$99,583","3,276","1,834",823,"$1,201","1,442",140,$456,"10,561","10,444",117,$794,$813,"6,108","5,978"
0,77061,54,"9,766","8,664","3,048","5,616",3.43,2.70,"1,102",42,656,-,"3,090",1.4,"6,272",10.5,"10,441","15,166","9,766","3,765","3,540",225,75,110,480,825,"4,496",15,-,2,"9,766",30,72,427,"1,335","3,017","2,189","1,567",731,398,"8,664","5,272","1,770",767,855,"8,664","1,328","3,758","2,183","1,395","8,664","2,822",6,"5,764",6,9,-,-,-,57,"8,664",16,24,427,"8,664","7,739",650,275,"3,048",255,660,"1,105",531,362,78,4,14,39,"$120,500","$228,967","3,048","1,725",649,"$1,416","1,323",139,$465,"5,616","5,473",143,$774,$821,"2,521","3,004"
0,77062,32,"9,926","9,601","7,536","2,065",2.66,3.07,325,-,14,15,"7,536",-,"2,079",0.7,"20,011","6,347","9,926","8,560","8,171",389,29,-,420,547,339,31,-,3,"9,926",13,123,"1,268","4,226","2,091","1,994",93,97,21,"9,601","4,068","2,455","1,505","1,573","9,601",229,"2,454","4,967","1,951","9,601","6,455",4,"3,127",-,-,15,-,-,-,"9,601",-,73,15,"9,601","9,407",87,107,"7,536",138,151,"1,437","2,427","2,481",723,155,16,8,"$191,600","$211,686","7,536","4,480",814,"$1,659","3,056",207,$657,"2,065","2,033",32,"$1,158","$1,323","1,219","1,953"
0,77063,116,"20,698","18,455","4,564","13,891",2.03,2.13,"2,243",68,"1,555",90,"4,632",1.5,"15,446",10.1,"9,280","29,520","20,698","4,842","3,060","1,782",136,882,"2,057","4,617","8,040",91,33,4,"20,698",693,"2,215","2,457","2,679","7,398","3,747","1,139",266,104,"18,455","13,967","2,811",730,947,"18,455","1,659","10,215","5,417","1,164","18,455","3,613",136,"14,577",22,-,21,-,-,86,"18,455",6,405,600,"18,455","17,398",692,365,"4,564",224,639,613,601,843,892,572,117,63,"$221,400","$356,124","4,564","2,352",884,"$1,668","2,212",239,$720,"13,891","13,733",158,"$1,039","$1,135","7,443","12,453"
0,77064,132,"17,267","16,364","9,418","6,946",3.24,2.71,903,135,388,86,"9,553",1.4,"7,334",5.3,"30,474","18,794","17,267","11,842","11,416",426,102,321,546,"1,467","2,324",665,-,39,"17,267",913,"4,070","5,159","4,477","2,284",193,108,19,44,"16,364","8,485","4,587","2,277","1,015","16,364",292,"5,684","6,586","3,802","16,364","7,216",211,"8,781",44,-,36,-,-,76,"16,364",-,25,351,"16,364","15,743",406,215,"9,418",234,"1,158","3,014","2,328","2,078",581,-,15,10,"$155,300","$168,167","9,418","5,837","1,365","$1,468","3,581",412,$599,"6,946","6,722",224,"$1,243","$1,285","2,835","6,469"
0,77065,55,"16,100","15,104","7,033","8,071",2.92,2.19,996,94,564,44,"7,127",1.3,"8,635",6.5,"20,558","17,707","16,100","8,494","8,267",227,150,661,"1,608","2,570","2,487",130,-,8,"16,100",730,"3,555","5,362","3,490","2,193",524,138,81,27,"15,104","8,995","3,360","1,723","1,026","15,104",873,"6,018","5,563","2,650","15,104","5,526",86,"9,392",-,-,5,-,-,95,"15,104",143,289,386,"15,104","14,471",389,244,"7,033",174,477,"2,321","2,010","1,534",480,37,-,-,"$160,700","$171,717","7,033","4,443","1,092","$1,488","2,590",267,$595,"8,071","7,931",140,"$1,126","$1,216","4,253","7,112"
0,77066,79,"11,137","10,650","7,283","3,367",3.50,3.32,487,130,102,11,"7,413",1.8,"3,469",2.9,"25,514","11,181","11,137","9,334","8,775",559,80,195,407,501,355,265,-,24,"11,137",449,"1,335","1,648","3,815","3,182",385,139,109,75,"10,650","4,563","3,059","1,875","1,153","10,650",348,"2,658","4,350","3,294","10,650","5,910",82,"4,603",-,-,-,-,25,30,"10,650",32,78,203,"10,650","9,871",728,51,"7,283",298,"1,627","2,349","1,957",798,159,83,12,-,"$135,500","$144,678","7,283","4,678","1,332","$1,383","2,605",218,$522,"3,367","3,200",167,"$1,169","$1,191","1,920","2,837"
0,77067,107,"11,282","10,187","4,118","6,069",3.75,3.14,"1,095",33,679,19,"4,151",0.8,"6,748",10.1,"15,446","19,072","11,282","5,664","5,577",87,17,154,944,"2,585","1,542",376,-,33,"11,282",384,"1,885","1,661","4,280","2,464",327,132,30,119,"10,187","5,836","2,539","1,129",683,"10,187",652,"3,945","3,447","2,143","10,187","2,391",144,"7,612",5,-,-,-,11,24,"10,187",10,11,203,"10,187","9,302",635,250,"4,118",244,"1,382","1,653",680,123,-,36,-,-,"$110,100","$113,751","4,118","2,810",968,"$1,272","1,308",153,$481,"6,069","5,963",106,$879,$958,"3,521","4,187"
0,77068,24,"4,347","3,940","2,706","1,234",2.77,2.80,407,27,212,-,"2,733",1.0,"1,446",14.7,"7,496","3,460","4,347","3,198","3,198",-,9,13,123,618,344,42,-,10,"4,347",305,330,525,"1,007","1,930",121,117,-,12,"3,940","2,050",810,566,514,"3,940",190,924,"1,795","1,031","3,940","2,458",43,"1,413",-,-,-,-,-,26,"3,940",9,20,-,"3,940","3,882",58,-,"2,706",26,19,469,827,903,281,157,18,6,"$201,200","$243,045","2,706","1,486",505,"$1,890","1,220",127,$780,"1,234","1,234",-,"$1,072","$1,158",500,"1,017"
0,77069,30,"8,703","8,020","4,441","3,579",2.33,2.31,683,118,96,52,"4,559",2.6,"3,675",2.6,"10,356","8,266","8,703","4,831","4,689",142,8,683,"1,098","1,008","1,075",-,-,-,"8,703",129,"1,134","1,934","3,007","2,134",271,94,-,-,"8,020","4,407","1,879","1,080",654,"8,020",269,"3,441","3,074","1,236","8,020","3,697",50,"4,242",-,-,-,-,-,31,"8,020",18,52,83,"8,020","7,891",60,69,"4,441",23,513,282,516,"1,732","1,127",156,70,22,"$242,900","$314,714","4,441","2,372",775,"$1,961","2,069",368,$689,"3,579","3,507",72,"$1,215","$1,257","1,557","3,398"
0,77070,103,"21,698","20,053","10,010","10,043",2.85,2.44,"1,645",208,745,17,"10,218",2.0,"10,788",6.9,"28,557","24,494","21,698","12,411","11,423",988,68,714,"1,001","3,608","3,804",92,-,4,"21,698","2,294","6,817","4,134","4,245","3,838",217,153,-,-,"20,053","12,636","4,428","1,787","1,202","20,053",907,"8,056","7,751","3,339","20,053","7,952",64,"11,893",19,15,15,-,-,95,"20,053",136,161,421,"20,053","19,375",378,300,"10,010",331,628,"1,858","3,167","3,085",800,119,-,22,"$183,700","$209,781","10,010","6,458","1,667","$1,589","3,552",383,$660,"10,043","9,936",107,"$1,247","$1,344","4,888","9,461"
0,77071,103,"11,189","10,040","5,322","4,718",3.09,2.55,"1,149",67,573,14,"5,389",1.2,"5,291",10.8,"16,451","12,038","11,189","6,622","6,090",532,75,407,611,"1,747","1,681",46,-,4,"11,189",256,302,"1,305","3,296","4,489","1,294",143,104,-,"10,040","5,223","2,091","1,600","1,126","10,040","1,246","3,970","2,979","1,845","10,040","3,667",120,"6,221",-,-,-,-,-,32,"10,040",88,70,197,"10,040","9,509",493,38,"5,322",230,"1,020","1,831","1,008",838,375,10,10,-,"$134,800","$153,421","5,322","3,312","1,047","$1,418","2,010",268,$570,"4,718","4,666",52,$917,$929,"2,419","3,474"
0,77072,227,"19,847","18,096","8,495","9,601",3.37,3.44,"1,751",70,"1,018",29,"8,565",0.8,"10,619",9.6,"28,659","32,991","19,847","11,716","9,194","2,522",218,"1,102","1,950","3,059","1,639",163,-,8,"19,847",72,"2,273","1,458","4,819","8,083","2,393",358,171,220,"18,096","9,697","4,804","2,082","1,513","18,096","1,140","7,102","5,801","4,053","18,096","4,846",34,"13,111",-,-,-,-,-,105,"18,096",81,199,299,"18,096","16,148","1,544",404,"8,495",507,"3,543","3,241",849,271,8,47,29,-,"$102,400","$111,872","8,495","4,514","2,164","$1,172","3,981",557,$463,"9,601","9,167",434,$973,"$1,017","5,229","7,558"
0,77073,159,"14,228","13,140","7,415","5,725",3.44,2.84,"1,088",49,648,-,"7,464",0.7,"6,373",10.2,"25,482","16,263","14,228","9,416","9,359",57,28,603,"1,264","1,575",493,751,98,53,"14,228","1,547","6,223","2,678","2,029","1,237",372,142,-,-,"13,140","7,348","4,697",578,517,"13,140",324,"4,258","5,898","2,660","13,140","7,181",252,"5,631",-,-,-,-,45,31,"13,140",34,22,253,"13,140","12,497",576,67,"7,415",324,"1,342","3,214","2,135",320,19,61,-,-,"$131,000","$130,852","7,415","5,707","1,801","$1,338","1,708",305,$560,"5,725","5,680",45,"$1,026","$1,111","3,197","4,533"
0,77074,158,"14,961","13,181","4,405","8,776",2.82,3.17,"1,780",50,804,97,"4,455",1.1,"9,580",8.4,"12,418","27,823","14,961","6,024","5,348",676,74,493,"1,285","2,882","4,133",57,13,4,"14,961",174,395,890,"1,944","4,551","3,927","2,781",243,56,"13,181","8,067","2,651","1,337","1,126","13,181","1,614","5,845","4,189","1,533","13,181","4,413",90,"8,620",-,-,-,13,-,45,"13,181",50,181,253,"13,181","11,442","1,253",486,"4,405",289,"1,142","1,313",755,714,164,28,-,-,"$123,600","$137,841","4,405","2,416",611,"$1,245","1,989",274,$482,"8,776","8,588",188,$863,$943,"4,845","5,929"
0,77075,94,"13,703","13,042","7,146","5,896",3.66,3.01,661,33,230,-,"7,179",0.5,"6,126",3.8,"26,173","17,760","13,703","8,806","8,501",305,165,328,533,884,"2,382",605,-,44,"13,703",651,"4,655","1,868","1,967","2,106",968,"1,030",216,242,"13,042","6,731","4,130","1,161","1,020","13,042",716,"3,629","5,713","2,984","13,042","6,306",62,"6,623",31,-,-,-,-,20,"13,042",43,110,178,"13,042","11,853",968,221,"7,146",349,"1,248","3,007","1,946",540,35,16,5,-,"$135,800","$132,676","7,146","4,662","1,447","$1,389","2,484",224,$518,"5,896","5,808",88,$934,$991,"2,751","4,431"
0,77076,85,"10,661","9,816","4,699","5,117",3.77,3.35,845,-,416,47,"4,699",-,"5,533",7.5,"17,717","17,125","10,661","6,698","6,581",117,215,261,352,"1,066","1,597",472,-,44,"10,661",129,480,681,836,"1,282","2,025","4,099",908,221,"9,816","4,897","2,401","1,465","1,053","9,816",874,"3,504","3,162","2,276","9,816","3,250",65,"6,374",17,-,-,-,33,77,"9,816",-,93,166,"9,816","8,833",751,232,"4,699",456,"1,934","1,561",523,104,63,50,-,8,"$98,500","$108,160","4,699","2,246","1,043","$1,141","2,453",329,$404,"5,117","4,835",282,$913,$888,"2,842","3,400"
0,77077,87,"29,995","26,605","9,428","17,177",2.54,1.99,"3,390",147,"1,777",441,"9,575",1.5,"18,954",9.4,"23,929","34,128","29,995","11,274","9,973","1,301",235,"1,661","2,859","5,934","7,975",57,-,2,"29,995","1,742","6,100","5,168","6,844","8,242","1,463",45,72,319,"26,605","18,746","4,900","1,659","1,300","26,605","1,357","12,888","10,388","1,972","26,605","6,370",158,"19,880",24,-,-,21,42,110,"26,605",31,109,653,"26,605","25,868",356,381,"9,428",205,184,721,"1,327","2,740","2,934","1,057",227,33,"$284,400","$328,774","9,428","5,680","1,205","$1,987","3,748",440,$773,"17,177","17,004",173,"$1,205","$1,358","7,871","15,145"
0,77078,52,"5,208","4,672","2,760","1,912",3.30,3.25,536,65,79,-,"2,825",2.3,"1,991",4.0,"9,106","6,211","5,208","4,130","3,918",212,107,201,312,152,226,-,80,-,"5,208",314,814,392,659,"1,150",425,865,398,191,"4,672","1,856","1,063",769,984,"4,672",724,"1,360","1,531","1,057","4,672","1,692",57,"2,831",80,-,-,-,-,12,"4,672",125,105,49,"4,672","4,338",293,41,"2,760",425,"1,574",547,139,22,46,-,-,7,"$76,200","$98,277","2,760","1,326",445,$879,"1,434",142,$320,"1,912","1,638",274,$909,$893,988,"1,185"
0,77079,45,"14,399","12,159","7,630","4,529",2.77,2.79,"2,240",191,749,268,"7,821",2.4,"5,278",14.2,"21,120","12,642","14,399","8,920","6,696","2,224",105,325,"1,120","1,365","2,539",25,-,2,"14,399","1,320","1,229",924,"1,449","4,159","4,758",436,76,48,"12,159","6,453","2,783","1,411","1,512","12,159",316,"3,876","6,424","1,543","12,159","4,688",80,"7,315",29,-,-,-,16,31,"12,159",41,7,142,"12,159","11,814",297,48,"7,630",117,285,489,776,569,"1,739","2,998",651,6,"$485,800","$497,071","7,630","4,358",961,"$2,927","3,272",554,$972,"4,529","4,519",10,"$1,321","$1,475","1,832","3,925"
0,77080,242,"16,584","15,243","6,541","8,702",2.68,3.23,"1,341",63,999,30,"6,604",1.0,"9,701",10.3,"17,519","28,101","16,584","7,657","6,980",677,360,593,"1,806","3,289","2,593",266,20,16,"16,584",488,571,697,"2,044","5,560","3,934","2,907",143,240,"15,243","8,688","3,623","1,382","1,550","15,243","1,039","6,330","5,604","2,270","15,243","5,435",28,"9,737",-,-,-,9,-,34,"15,243",76,33,242,"15,243","13,655","1,241",347,"6,541",197,720,"1,238","1,345","1,928","1,025",88,-,-,"$191,400","$199,376","6,541","3,485",818,"$1,487","3,056",432,$519,"8,702","8,644",58,$938,"$1,002","4,905","7,293"
0,77081,177,"20,615","18,656",980,"17,676",2.40,2.80,"1,959",36,"1,398",117,"1,016",3.5,"19,074",7.3,"2,353","49,506","20,615","1,383","1,035",348,126,491,"1,038","4,862","12,568",147,-,7,"20,615",117,631,"2,134","3,532","7,519","5,054","1,178",272,178,"18,656","14,422","3,338",599,297,"18,656","2,302","9,688","5,522","1,144","18,656","1,342",51,"17,182",-,-,-,-,-,81,"18,656",26,26,350,"18,656","15,558","2,233",865,980,161,16,140,91,138,214,190,30,-,"$270,800","$321,466",980,469,164,"$2,204",511,78,$655,"17,676","17,528",148,$803,$874,"9,297","10,893"
0,77082,150,"24,885","22,334","7,774","14,560",2.72,2.33,"2,551",131,"1,408",324,"7,905",1.7,"15,968",8.8,"21,182","33,962","24,885","10,538","9,139","1,399",294,"1,114","1,543","5,473","5,823",81,19,3,"24,885","1,205","5,489","6,249","8,071","3,424",172,136,69,70,"22,334","15,493","4,434","1,618",789,"22,334","1,380","10,716","7,322","2,916","22,334","5,362",63,"16,800",-,-,-,-,9,100,"22,334",28,198,571,"22,334","21,610",496,228,"7,774",166,884,"2,573","1,880","1,108",639,438,86,-,"$155,000","$201,433","7,774","4,924","1,376","$1,419","2,850",377,$653,"14,560","14,301",259,"$1,136","$1,188","7,053","12,960"
0,77083,140,"23,314","22,434","14,821","7,613",3.69,3.32,880,186,311,38,"15,007",1.2,"7,924",3.9,"54,721","25,238","23,314","19,029","18,259",770,89,305,834,"1,663","1,252",142,-,6,"23,314",778,"4,744","4,159","9,714","3,282",394,149,48,46,"22,434","9,651","8,035","3,324","1,424","22,434","1,089","5,411","9,090","6,844","22,434","13,151",193,"8,999",-,-,21,10,-,60,"22,434",85,92,184,"22,434","20,883","1,270",281,"14,821",228,"2,770","5,765","4,028","1,786",162,74,-,8,"$138,800","$143,486","14,821","9,726","3,741","$1,368","5,095",561,$577,"7,613","6,891",722,"$1,017","$1,106","3,593","5,959"
0,77084,294,"37,236","34,864","21,540","13,324",3.22,2.88,"2,372",96,"1,092",-,"21,636",0.4,"14,416",7.6,"69,325","38,317","37,236","26,584","25,642",942,140,727,"1,377","4,679","3,639",83,7,2,"37,236","2,863","9,529","6,776","9,665","7,510",448,216,161,68,"34,864","17,965","10,621","4,064","2,214","34,864","1,059","10,813","15,045","7,947","34,864","16,544",406,"17,555",26,-,-,-,37,296,"34,864",122,93,629,"34,864","33,250","1,236",378,"21,540",416,"2,041","8,043","6,383","4,062",469,58,18,50,"$151,800","$173,768","21,540","15,358","4,514","$1,440","6,182",411,$552,"13,324","12,977",347,"$1,228","$1,271","6,174","12,395"
0,77085,75,"5,372","5,228","3,626","1,602",3.76,2.88,144,-,23,-,"3,626",-,"1,625",1.4,"13,648","4,613","5,372","4,441","4,195",246,45,-,215,303,332,36,-,7,"5,372",471,"2,447",513,351,439,609,358,120,64,"5,228","1,881","2,292",547,508,"5,228",121,"1,604","2,144","1,359","5,228","2,575",45,"2,597",-,-,-,-,-,11,"5,228",21,38,61,"5,228","4,848",287,93,"3,626",144,"1,084","1,755",545,74,-,24,-,-,"$113,800","$116,181","3,626","2,356",859,"$1,240","1,270",108,$476,"1,602","1,522",80,"$1,104","$1,086",674,"1,394"
0,77086,75,"8,478","8,025","4,735","3,290",3.76,3.44,453,-,216,19,"4,735",-,"3,506",6.2,"17,793","11,331","8,478","5,993","5,757",236,34,212,433,972,472,362,-,43,"8,478",108,"1,910",724,"1,649","3,492",315,84,81,115,"8,025","3,141","3,041",718,"1,125","8,025",475,"2,174","3,331","2,045","8,025","1,850",84,"5,914",-,5,72,-,8,92,"8,025",19,58,134,"8,025","7,218",582,225,"4,735",196,"1,784","2,039",453,155,45,37,16,10,"$107,600","$139,810","4,735","2,890",946,"$1,216","1,845",214,$463,"3,290","3,256",34,$959,"$1,004","1,917","2,498"
0,77087,172,"12,094","11,089","5,535","5,554",3.33,3.25,"1,005",13,192,85,"5,548",0.2,"5,746",3.3,"18,424","18,066","12,094","8,004","7,693",311,199,389,638,"1,241","1,292",326,5,27,"12,094",135,784,443,876,"1,261","2,281","3,580","2,103",631,"11,089","4,989","2,350","1,849","1,901","11,089","1,257","3,767","3,708","2,357","11,089","4,838",67,"6,124",-,-,-,-,-,60,"11,089",52,43,238,"11,089","9,647","1,116",326,"5,535",391,"3,257","1,366",412,85,15,-,9,-,"$89,800","$95,414","5,535","2,202",945,"$1,104","3,333",385,$413,"5,554","5,236",318,$772,$848,"2,844","2,800"
0,77088,174,"18,902","17,396","10,777","6,619",3.39,3.09,"1,506",170,629,18,"10,947",1.6,"7,248",8.7,"36,495","20,444","18,902","14,302","13,885",417,247,941,"1,271","1,104",788,249,-,13,"18,902",500,"1,927","1,640","3,570","7,328","2,070","1,108",393,366,"17,396","7,228","4,828","2,637","2,703","17,396","1,579","5,909","5,652","4,256","17,396","8,610",106,"8,582",-,-,-,-,-,98,"17,396",22,80,305,"17,396","16,105",941,350,"10,777",763,"3,699","4,362","1,439",453,61,-,-,-,"$108,200","$108,970","10,777","6,437","2,202","$1,190","4,340",576,$425,"6,619","6,347",272,$883,$955,"3,575","4,450"
0,77089,93,"18,315","16,997","11,121","5,876",3.32,2.86,"1,318",114,488,42,"11,235",1.0,"6,364",7.7,"36,903","16,788","18,315","13,683","13,271",412,85,118,602,"1,338","2,440",49,-,3,"18,315",712,"4,458","1,124","2,677","6,899","2,169",230,23,23,"16,997","7,796","5,017","1,956","2,228","16,997",464,"4,611","7,404","4,518","16,997","9,492",76,"7,331",39,-,34,-,-,25,"16,997",-,6,222,"16,997","16,291",475,231,"11,121",184,"1,332","4,244","3,218","1,504",567,42,30,-,"$147,500","$162,607","11,121","6,996","1,992","$1,546","4,125",469,$554,"5,876","5,784",92,"$1,103","$1,155","2,292","5,455"
0,77090,111,"18,141","15,892","3,463","12,429",2.88,2.35,"2,249",194,"1,349",90,"3,657",5.3,"13,778",9.8,"9,957","29,175","18,141","4,778","3,965",813,276,"1,479","2,632","4,945","3,914",97,20,5,"18,141","1,127","3,154","3,182","4,425","5,144",762,201,45,101,"15,892","12,412","2,377",580,523,"15,892","1,354","8,900","4,231","1,407","15,892","3,450",45,"12,163",22,-,59,-,17,136,"15,892",85,263,359,"15,892","14,905",698,289,"3,463",106,508,"1,312",897,549,79,-,12,-,"$143,300","$150,742","3,463","2,564",926,"$1,466",899,104,$593,"12,429","12,325",104,$964,$985,"6,689","10,475"
0,77091,112,"11,257","9,785","3,945","5,840",2.89,2.65,"1,472",43,676,12,"3,988",1.1,"6,516",10.4,"11,398","15,452","11,257","5,406","5,264",142,217,848,809,"1,956","1,898",108,15,10,"11,257",503,"1,283",923,"1,705","3,798","1,399","1,107",399,140,"9,785","5,545","2,068",718,"1,454","9,785","1,341","3,867","3,194","1,383","9,785","3,133",27,"6,619",-,-,-,-,-,6,"9,785",35,151,164,"9,785","8,945",650,190,"3,945",519,"1,189",695,630,625,220,39,-,28,"$116,400","$158,124","3,945","1,842",734,"$1,302","2,103",265,$397,"5,840","5,725",115,$790,$819,"3,117","3,413"
0,77092,86,"15,210","14,105","4,804","9,301",2.53,2.88,"1,105",62,602,-,"4,866",1.3,"9,903",6.1,"12,159","26,742","15,210","5,882","5,142",740,297,908,"2,515","3,429","1,804",375,-,25,"15,210",312,561,"1,423","1,506","5,495","2,893","2,725",224,71,"14,105","8,649","2,781","1,374","1,301","14,105","1,155","6,485","4,661","1,804","14,105","4,303",36,"9,731",-,-,-,-,-,35,"14,105",127,42,253,"14,105","12,601","1,176",328,"4,804",361,914,848,819,"1,170",554,106,32,-,"$166,100","$184,660","4,804","2,519",628,"$1,395","2,285",335,$475,"9,301","9,094",207,$875,$915,"4,786","6,609"
0,77093,125,"14,140","12,591","7,285","5,306",3.78,3.58,"1,549",130,275,103,"7,415",1.8,"5,581",4.9,"27,511","18,990","14,140","10,466","10,170",296,422,291,420,470,616,"1,455",-,103,"14,140",125,891,973,"1,290","1,892","2,817","3,372","2,307",473,"12,591","5,249","3,106","1,932","2,304","12,591","1,085","3,506","4,774","3,226","12,591","5,220",10,"7,250",20,-,-,-,43,48,"12,591",71,143,343,"12,591","11,434",847,310,"7,285","1,384","3,538","1,598",364,289,66,35,-,11,"$79,100","$89,644","7,285","2,075",930,"$1,060","5,210",724,$362,"5,306","5,036",270,$826,$825,"3,215","3,151"
