,zipcode,covid_cases,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,77407,1,,11.2,9.1,6.9,5.0,5.5,17.3,18.0,11.7,5.4,3.6,4.1,1.9,0.2,,,72.8,30.3,69.7,66.6,62.3,8.8,6.2,,48.0,69.2,4.9,52.0,70.2,7.5,,99.0,42.6,27.0,,27.9,,1.4,1.0,43.1,27.3,0.1,28.5,,2.0,,15.5,84.5,29.6,26.5,,27.9,
0,77429,143,,7.7,9.3,9.0,6.8,4.4,12.6,15.6,13.8,6.6,5.4,5.4,2.6,0.7,,,74.0,31.0,69.0,66.1,62.8,12.0,8.7,,46.8,70.2,8.0,53.2,68.0,9.4,,97.6,77.3,8.7,0.1,9.0,,2.5,2.4,79.3,9.4,0.7,10.1,0.1,3.0,,19.2,80.8,61.3,8.4,0.1,8.9,
0,77433,143,,9.2,9.5,10.9,6.8,4.0,13.8,17.9,13.3,5.0,3.4,4.6,1.4,0.3,,,70.3,34.4,65.6,63.1,59.5,8.2,6.3,,50.9,62.6,5.9,49.1,68.8,6.8,,97.5,65.3,16.3,0.5,11.6,0.1,3.6,2.5,67.5,17.1,1.3,12.9,0.1,4.1,,27.2,72.8,43.1,15.9,0.2,11.4,0.1
0,77447,15,,8.0,6.4,8.1,8.3,6.9,11.5,11.8,14.4,8.8,6.4,6.9,1.1,1.4,,,77.4,27.1,72.9,67.0,62.2,13.1,9.3,,48.5,70.8,8.3,51.5,75.0,10.3,,98.8,78.8,5.9,,2.2,0.1,11.7,1.2,79.8,6.1,0.3,2.7,0.1,12.2,,37.6,62.4,53.0,5.7,,2.2,0.1
0,77449,365,,7.7,9.1,9.3,7.5,6.4,15.4,17.0,12.9,5.3,3.6,3.8,1.6,0.5,,,74.0,30.6,69.4,65.2,60.1,7.8,5.8,,47.9,67.7,4.2,52.1,71.0,7.3,,96.9,59.7,21.4,0.4,5.5,,9.8,3.1,62.2,22.9,0.8,6.6,0.1,10.8,,46.1,53.9,26.0,20.8,0.1,5.4,
0,77450,65,,5.9,7.0,9.3,7.3,5.3,11.2,15.1,15.7,6.6,6.1,6.6,2.6,1.3,,,77.8,27.3,72.7,69.4,65.2,13.8,10.5,,48.7,71.7,9.1,51.3,73.6,11.8,,96.8,72.7,5.7,0.6,13.5,,4.3,3.2,75.7,6.8,1.2,14.6,,5.0,,23.9,76.1,54.4,5.3,0.6,13.5,
0,77477,9,,4.8,6.2,6.0,6.9,9.1,18.9,12.8,13.2,6.3,6.7,5.9,2.0,1.2,,,83.0,21.3,78.7,74.9,67.1,13.2,9.2,,50.0,76.5,8.4,50.0,80.9,10.0,,96.8,36.3,28.1,,24.1,,8.3,3.2,38.5,29.3,0.8,25.3,0.2,9.5,,25.7,74.3,20.1,28.0,,23.6,
0,77484,7,,8.4,6.8,7.7,6.7,8.8,10.2,12.1,13.7,6.4,4.5,9.2,4.7,0.9,,,77.1,27.4,72.6,68.8,61.6,16.5,14.7,,52.4,72.2,15.0,47.6,73.2,14.4,,97.5,83.5,4.4,0.2,1.1,,8.3,2.5,86.0,5.1,1.7,1.1,,8.6,,30.6,69.4,61.4,4.4,0.2,1.1,
0,77489,27,,7.0,6.2,6.9,6.9,7.3,13.8,12.2,11.6,8.7,7.8,8.7,2.2,0.7,,,79.9,25.0,75.0,71.4,65.7,16.2,11.5,,46.3,71.0,10.0,53.7,78.4,12.9,,97.8,16.5,70.8,,3.4,,6.9,2.2,18.3,72.5,0.5,3.8,0.1,7.3,,21.3,78.7,3.8,70.5,,2.7,
0,77493,118,,8.0,8.3,6.8,7.4,5.8,14.5,13.0,14.7,5.7,6.0,6.4,2.6,0.9,,,77.0,28.4,71.6,68.0,63.7,12.8,10.0,,49.7,70.9,8.7,50.3,72.3,11.2,,96.5,76.6,8.7,0.4,3.8,,7.0,3.5,79.4,9.6,1.0,5.1,0.6,7.7,,35.2,64.8,50.3,8.2,0.2,3.7,
0,77494,28,,7.8,9.9,9.9,7.5,4.2,10.7,20.2,14.6,4.5,3.4,4.5,2.0,0.8,,,72.4,33.4,66.6,64.0,60.7,8.8,7.2,,48.4,66.1,6.9,51.6,67.1,7.6,,97.4,65.8,8.4,0.9,19.6,,2.7,2.6,67.7,9.5,1.4,20.7,0.2,3.5,,21.6,78.4,48.4,7.7,0.9,19.6,
0,77498,0,,5.5,7.6,7.1,9.6,6.4,13.0,13.5,14.6,6.7,5.7,7.2,2.4,0.8,,,79.8,26.5,73.5,69.0,63.8,13.7,10.4,,50.1,71.3,10.6,49.9,75.6,10.1,,96.8,44.3,18.1,0.6,29.5,,4.4,3.2,46.6,18.7,1.5,31.0,0.1,5.4,,23.1,76.9,27.1,17.9,0.2,29.4,
0,77502,79,,9.6,7.9,8.9,8.6,6.9,13.6,14.3,11.4,5.7,4.2,4.9,2.8,1.2,,,73.6,31.2,68.8,63.8,58.1,11.5,8.9,,49.7,67.9,7.9,50.3,69.6,9.9,,96.7,87.2,2.0,0.9,0.9,0.2,5.7,3.3,90.4,2.4,3.0,1.1,0.2,6.2,,80.5,19.5,15.7,1.9,0.3,0.7,
0,77503,31,,8.7,9.6,8.5,7.6,7.1,17.3,10.9,11.8,5.4,4.4,5.9,2.1,0.5,,,73.2,31.4,68.6,63.7,58.5,10.9,8.5,,50.0,66.1,7.4,50.0,71.0,9.6,,98.6,89.9,4.1,1.0,0.1,,3.4,1.4,91.1,4.8,1.4,0.2,0.3,3.6,,68.6,31.4,26.9,3.5,0.2,0.1,
0,77504,51,,8.6,9.1,7.7,6.7,7.7,15.6,11.6,11.3,5.8,4.6,6.9,3.1,1.2,,,74.6,29.0,71.0,66.5,60.2,13.6,11.1,,48.3,69.3,9.5,51.7,72.5,12.7,,97.9,82.9,6.1,3.0,3.3,,2.6,2.1,84.7,7.7,3.7,3.3,,3.1,,61.5,38.5,27.9,6.1,0.2,3.3,
0,77505,38,,6.1,5.8,7.8,7.6,8.1,15.6,11.2,14.2,6.2,6.0,7.6,2.6,1.2,,,80.3,24.1,75.9,71.3,64.6,14.1,11.4,,50.9,74.1,11.3,49.1,77.8,11.5,,97.0,88.6,1.8,0.8,2.3,,3.5,3.0,90.3,3.2,1.7,2.8,0.1,5.0,,42.1,57.9,51.4,1.4,,2.2,
0,77506,79,,10.1,10.1,9.5,7.0,7.7,15.3,12.7,11.5,5.2,3.9,4.5,1.7,0.6,,,70.2,34.0,66.0,61.6,55.5,9.1,6.9,,51.9,67.3,5.5,48.1,64.5,8.3,,98.8,88.3,1.5,0.9,0.2,,7.9,1.2,89.2,2.2,1.3,0.2,,8.2,,89.4,10.6,8.4,1.3,0.1,0.2,
0,77507,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,77520,65,,8.5,7.9,8.2,6.1,7.7,14.5,11.0,12.8,5.9,5.3,7.4,3.5,1.4,,,75.4,28.7,71.3,67.9,61.6,14.9,12.2,,50.6,69.6,10.4,49.4,73.1,14.0,,96.2,69.7,13.6,0.2,0.8,0.1,11.8,3.8,72.9,15.0,2.2,1.3,0.2,12.7,,52.8,47.2,30.6,13.2,0.1,0.8,
0,77521,105,,8.1,8.7,7.8,7.4,8.9,14.0,14.1,11.0,5.1,4.8,5.7,3.7,0.9,,,75.5,29.1,70.9,66.7,59.2,12.7,10.4,,50.6,70.8,9.3,49.4,71.1,11.5,,98.0,70.1,21.2,0.4,3.6,,2.7,2.0,71.8,22.6,0.6,4.2,0.1,3.1,,39.5,60.5,34.2,20.7,0.1,3.5,
0,77523,1,,8.3,9.3,8.4,7.0,5.5,15.7,12.4,16.2,6.1,4.0,5.6,1.0,0.5,,,73.9,31.5,68.5,65.3,61.4,9.2,7.0,,50.4,67.4,6.9,49.6,69.7,7.1,,98.8,90.1,6.5,0.3,1.0,,0.8,1.2,91.3,7.3,0.5,1.2,,0.8,,25.3,74.7,65.7,6.5,0.3,1.0,
0,77530,73,,7.4,8.2,10.1,8.8,8.2,11.3,13.6,13.9,5.8,4.5,6.3,1.3,0.5,,,74.3,31.4,68.6,63.8,57.3,11.1,8.2,,49.7,68.5,8.1,50.3,68.8,8.3,,98.5,80.3,13.7,0.2,0.2,,4.0,1.5,81.6,14.3,0.7,0.4,,4.6,,65.0,35.0,20.2,13.7,,0.2,
0,77532,37,,8.4,6.9,5.0,8.0,5.1,13.2,14.4,13.9,5.8,7.3,7.6,3.5,1.0,,,79.7,25.9,74.1,70.9,66.7,16.8,12.1,,49.4,75.3,11.3,50.6,72.9,13.0,,97.9,79.0,11.8,1.1,1.4,,4.7,2.1,80.9,12.6,1.7,1.5,,5.5,,27.5,72.5,57.3,11.6,1.0,1.4,
0,77535,2,,5.1,5.3,6.9,6.8,7.4,15.9,13.8,15.3,6.7,5.8,7.4,3.0,0.7,,,82.8,21.5,78.5,74.2,68.6,13.8,11.1,,47.5,76.5,11.1,52.5,80.4,11.1,,98.1,81.0,10.9,0.5,1.0,,4.7,1.9,82.8,12.2,1.0,1.1,0.1,4.8,,22.7,77.3,63.4,10.8,0.3,1.0,
0,77536,61,,6.1,7.3,6.9,7.5,7.9,13.1,11.6,13.3,7.6,6.4,7.9,2.8,1.5,,,79.7,25.6,74.4,70.5,64.3,15.6,12.3,,49.9,72.2,10.6,50.1,76.6,13.9,,96.9,90.5,1.4,1.2,1.8,,1.9,3.1,93.4,2.5,2.3,2.4,,2.5,,36.3,63.7,59.2,0.8,0.2,1.8,
0,77546,31,,6.1,7.4,8.8,7.6,4.9,10.1,13.2,15.8,7.1,5.6,8.6,3.6,1.2,,,77.7,27.1,72.9,68.8,65.2,16.6,13.4,,48.8,72.1,12.5,51.2,73.6,14.4,,96.4,81.8,5.2,0.3,8.2,,0.8,3.6,84.9,6.8,1.0,9.7,,1.3,,17.5,82.5,65.8,5.2,0.2,8.2,
0,77547,16,,6.2,9.3,11.3,8.9,8.2,15.2,13.2,11.2,4.4,3.7,4.7,2.2,1.4,,,73.2,30.3,69.7,62.6,56.0,10.6,8.3,,50.5,69.6,6.7,49.5,69.8,10.0,,99.3,76.2,9.9,1.0,,,12.2,0.7,76.9,10.5,1.0,,,12.3,,79.3,20.7,10.5,9.9,0.3,,
0,77562,8,,7.3,6.9,5.6,7.9,7.8,9.7,13.6,11.1,6.6,8.5,10.4,4.1,0.7,,,80.2,24.7,75.3,69.9,64.6,20.3,15.2,,49.3,70.1,15.5,50.7,80.4,14.9,,98.4,91.0,4.6,,0.3,,2.5,1.6,92.2,5.1,,0.7,,3.5,,40.8,59.2,53.5,4.6,,0.3,
0,77565,0,,4.7,3.5,7.2,8.0,5.0,8.5,13.9,13.7,8.3,8.6,8.0,8.8,1.7,,,84.6,20.4,79.6,75.6,71.5,22.1,18.5,,50.1,76.3,17.9,49.9,82.9,19.2,,94.6,85.3,5.1,,3.3,,1.0,5.4,88.8,6.8,3.2,4.3,0.1,2.2,,13.2,86.8,73.5,4.6,,3.3,
0,77571,75,,6.4,7.3,5.6,6.7,5.9,13.8,13.3,14.9,6.6,7.5,7.3,3.9,0.8,,,80.6,23.5,76.5,72.5,68.1,16.6,12.0,,49.4,77.3,10.8,50.6,75.8,13.2,,95.8,82.2,5.5,0.6,1.3,,6.3,4.2,86.0,6.8,2.1,2.0,0.5,7.1,,33.1,66.9,57.7,4.9,0.4,1.2,
0,77573,4,,7.9,7.3,8.1,7.6,5.1,13.8,15.2,14.3,6.2,4.5,6.5,2.7,0.9,,,76.7,28.6,71.4,67.9,64.0,12.8,10.1,,48.7,71.5,9.4,51.3,71.3,10.8,,97.4,81.6,7.3,0.3,4.9,,3.2,2.6,83.8,8.1,0.6,6.4,,3.7,,20.0,80.0,65.8,7.0,0.3,4.9,
0,77581,5,,6.6,8.2,7.5,7.4,6.4,12.3,13.2,14.0,6.7,5.0,7.1,4.6,1.1,,,77.8,27.2,72.8,69.5,64.1,15.9,12.9,,47.7,72.5,10.9,52.3,73.1,14.7,,97.4,78.2,9.6,0.8,6.5,,2.2,2.6,80.5,10.3,1.4,7.4,0.1,3.0,,26.8,73.2,55.4,9.4,0.3,6.5,
0,77584,1,,8.9,8.3,7.8,5.2,4.9,16.0,16.7,13.3,6.3,3.9,5.8,2.4,0.7,,,75.1,28.1,71.9,69.1,65.0,11.1,8.9,,49.0,70.4,8.2,51.0,73.3,9.6,,96.9,53.6,22.5,0.3,17.4,,3.0,3.1,56.1,23.9,0.9,19.2,,3.4,,19.8,80.2,37.5,22.3,0.1,17.3,
0,77586,24,,5.2,5.4,7.0,7.6,6.3,12.1,12.9,16.9,7.7,6.3,8.0,3.2,1.4,,,82.4,21.9,78.1,73.4,68.5,16.2,12.6,,49.4,78.8,11.8,50.6,77.4,13.4,,97.7,89.5,5.0,0.3,2.2,,0.7,2.3,91.3,5.1,0.9,3.4,0.3,1.4,,17.1,82.9,74.3,4.4,0.2,2.0,
0,77587,22,,10.4,8.2,10.2,7.5,7.4,12.6,13.9,11.7,5.4,3.7,4.6,3.3,1.1,,,71.1,33.3,66.7,62.0,56.2,11.5,9.0,,53.4,64.8,6.9,46.6,68.9,11.3,,97.7,76.7,0.8,0.8,0.4,,19.0,2.3,79.0,1.7,0.8,0.5,,20.3,,90.8,9.2,7.9,0.8,0.1,0.3,
0,77598,35,,8.3,5.8,5.3,6.0,11.3,22.8,13.7,10.2,4.9,4.2,4.5,1.6,1.5,,,80.6,22.4,77.6,72.0,63.4,9.9,7.6,,51.0,79.5,5.7,49.0,75.5,9.5,,94.7,67.9,16.0,0.3,7.9,,2.6,5.3,72.9,18.5,1.8,9.1,0.2,3.3,,35.5,64.5,38.4,15.6,0.2,7.3,
