,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,11239,"6,962","6,764",215,"6,549",2.44,1.93,198,-,139,-,215,-,"6,688",2.1,525,"12,654","6,962",62,17,45,167,109,49,437,"6,138",-,-,-,"6,962",183,87,410,243,"4,441","1,058",138,127,275,"6,764","1,918","1,658","2,093","1,095","6,764","4,249","2,012",391,112,"6,764","5,171",56,615,329,-,-,-,278,315,"6,764",-,-,64,"6,764","6,492",220,52,215,-,-,-,3,-,105,94,-,13,"$499,400","$644,200",215,133,81,"$1,992",82,30,$479,"6,549","6,523",26,$690,$877,"3,424","3,140"
0,11354,"22,500","20,112","7,781","12,331",2.73,2.61,"2,388",154,581,785,"7,935",1.9,"12,912",4.5,"21,204","32,168","22,500","3,573","2,731",842,"2,158","1,773","1,018","1,154","12,799",25,-,1,"22,500",951,"1,036","1,033","1,476","1,948","3,666","4,561","3,373","4,456","20,112","9,399","5,384","2,427","2,902","20,112","9,678","7,523","2,238",673,"20,112","16,023",307,953,"2,434",-,-,14,159,222,"20,112",53,160,427,"20,112","18,146","1,065",901,"7,781",133,60,524,386,"1,574","1,222","3,395",446,41,"$498,400","$533,455","7,781","3,322","1,767","$2,409","4,459","1,312",$744,"12,331","11,186","1,145","$1,440","$1,437","7,292","9,375"
0,11355,"30,432","27,606","8,316","19,290",3.14,2.82,"2,826",134,597,"1,276","8,450",1.6,"19,887",3.0,"26,075","54,309","30,432","4,703","2,695","2,008","3,659","2,268",828,"1,328","17,597",49,-,2,"30,432",562,"1,651","1,943","2,313","2,190","4,693","5,237","5,346","6,497","27,606","12,774","7,037","3,679","4,116","27,606","14,709","9,510","2,688",699,"27,606","21,890",503,"1,446","3,316",4,-,-,192,255,"27,606",60,285,613,"27,606","23,144","2,878","1,584","8,316",158,133,189,244,"1,183","1,651","3,984",752,22,"$573,700","$581,055","8,316","3,116","1,895","$2,292","5,200","1,697",$822,"19,290","17,940","1,350","$1,392","$1,370","11,665","15,889"
0,11356,"8,202","7,453","3,298","4,155",3.22,3.06,749,113,181,197,"3,411",3.3,"4,336",4.2,"10,625","12,697","8,202","2,445","1,799",646,"3,880","1,032",708,40,72,25,-,3,"8,202",209,719,275,791,548,668,756,966,"3,270","7,453","3,627","1,899",825,"1,102","7,453","1,491","3,629","1,729",604,"7,453","6,039",129,390,807,-,8,-,35,45,"7,453",15,46,127,"7,453","6,891",389,173,"3,298",36,32,-,15,66,637,"2,324",130,58,"$626,300","$663,840","3,298","1,887","1,191","$2,703","1,411",301,$924,"4,155","3,822",333,"$1,656","$1,603","2,331","3,591"
0,11357,"15,973","14,515","11,239","3,276",2.77,2.62,"1,458",271,240,380,"11,510",2.4,"3,516",6.8,"31,096","8,575","15,973","8,370","6,673","1,697","4,328",851,134,259,"1,986",24,21,2,"15,973",199,739,479,636,"1,463","2,326","5,997","1,959","2,175","14,515","4,231","4,069","2,433","3,782","14,515","1,568","6,089","5,010","1,848","14,515","10,563",338,"1,059","2,397",-,18,5,57,78,"14,515",32,109,127,"14,515","14,189",243,83,"11,239",212,49,149,587,"1,113","1,582","5,955","1,381",211,"$678,900","$693,830","11,239","6,241","2,960","$2,807","4,998","1,563","$1,033","3,276","2,976",300,"$1,763","$1,765","1,614","2,537"
0,11358,"13,993","13,042","7,207","5,835",3.05,2.60,951,83,200,406,"7,290",1.1,"6,035",3.3,"21,959","15,158","13,993","7,060","4,936","2,124","3,011","1,796",349,692,"1,055",30,-,2,"13,993",135,324,269,601,500,923,"2,679","3,101","5,461","13,042","4,567","3,459","2,095","2,921","13,042","2,746","5,633","3,555","1,108","13,042","10,428",298,498,"1,716",-,4,-,45,53,"13,042",5,45,139,"13,042","12,416",486,140,"7,207",45,87,28,161,213,323,"5,559",763,28,"$752,600","$728,689","7,207","3,697","1,905","$2,763","3,510",925,$998,"5,835","5,195",640,"$1,601","$1,624","3,000","4,784"
0,11360,"9,501","8,583","6,139","2,444",2.28,2.28,918,71,121,156,"6,210",1.1,"2,565",4.7,"14,016","5,581","9,501","2,426","1,788",638,"1,783",941,14,40,"4,262",35,-,4,"9,501",-,94,194,"2,138","1,490","2,921","1,544",608,512,"8,583","2,926","2,722","1,395","1,540","8,583","1,198","4,117","2,567",701,"8,583","5,957",287,"1,017","1,193",-,30,-,75,24,"8,583",-,9,61,"8,583","8,386",105,92,"6,139",41,70,101,167,"1,111","1,442","2,654",523,30,"$522,000","$564,828","6,139","2,890","1,021","$2,395","3,249","1,070","$1,107","2,444","2,299",145,"$2,047","$1,969",945,"1,697"
0,11361,"11,086","10,026","5,750","4,276",2.75,2.56,"1,060",63,139,240,"5,813",1.1,"4,415",3.1,"15,829","10,944","11,086","4,498","2,901","1,597","2,544","1,329",454,912,"1,281",44,24,4,"11,086",92,514,500,437,812,"1,678","2,512","1,537","3,004","10,026","3,622","2,621","1,564","2,219","10,026","1,171","4,932","2,950",973,"10,026","7,490",241,584,"1,606",-,5,7,49,44,"10,026",41,59,56,"10,026","9,591",231,204,"5,750",51,72,42,360,502,486,"3,551",665,21,"$682,500","$668,218","5,750","3,305","1,611","$2,724","2,445",584,$967,"4,276","3,979",297,"$1,783","$1,786","1,874","3,622"
0,11362,"7,484","7,151","5,704","1,447",2.59,2.56,333,7,20,154,"5,711",0.1,"1,467",1.4,"14,753","3,698","7,484","3,038","2,526",512,"2,616",837,264,169,534,26,-,3,"7,484",64,418,384,485,413,"1,067","3,290",573,790,"7,151","2,152","1,779","1,399","1,821","7,151",765,"3,264","2,219",903,"7,151","5,275",178,412,"1,196",-,8,-,38,44,"7,151",11,93,48,"7,151","6,940",146,65,"5,704",39,43,254,493,"1,251",677,"2,173",734,40,"$521,500","$563,016","5,704","2,740",758,"$1,739","2,964",712,$995,"1,447","1,231",216,"$1,808","$1,866",667,"1,074"
0,11363,"2,737","2,661","2,008",653,2.60,2.66,76,6,17,7,"2,014",0.3,670,2.5,"5,217","1,735","2,737","1,759","1,433",326,272,139,39,45,483,-,-,-,"2,737",10,113,58,10,348,537,384,197,"1,080","2,661",689,777,425,770,"2,661",194,"1,184","1,018",265,"2,661","1,909",14,98,612,-,-,-,18,10,"2,661",36,11,22,"2,661","2,576",59,26,"2,008",25,-,25,19,99,212,"1,088",431,109,"$809,800","$867,922","2,008","1,038",520,"$3,654",970,330,"$1,176",653,585,68,"$2,080","$2,041",320,494
0,11364,"14,231","13,554","9,993","3,561",2.67,2.82,677,151,81,122,"10,144",1.5,"3,642",2.2,"26,688","10,036","14,231","6,269","4,247","2,022","4,079","1,059",232,213,"2,369",10,-,1,"14,231",50,243,241,329,826,"2,114","5,981","2,996","1,451","13,554","4,707","3,662","2,230","2,955","13,554","1,514","7,041","3,832","1,167","13,554","10,286",427,576,"2,098",-,9,-,99,59,"13,554",22,78,204,"13,554","13,006",412,136,"9,993",119,66,291,870,"2,295","1,027","4,457",845,23,"$538,900","$546,903","9,993","5,019","2,120","$2,497","4,974",987,$797,"3,561","3,337",224,"$1,753","$1,762","1,890","2,782"
0,11365,"16,238","15,571","7,373","8,198",3.09,2.70,667,43,213,146,"7,416",0.6,"8,411",2.5,"22,759","22,160","16,238","6,011","4,019","1,992","2,380",955,"1,607",972,"4,308",5,-,-,"16,238",180,694,338,942,481,"1,418","6,012","4,251","1,922","15,571","5,787","4,287","2,579","2,918","15,571","2,932","7,313","4,378",948,"15,571","10,990",614,"1,193","2,411",-,7,-,136,220,"15,571",-,176,130,"15,571","14,448",901,222,"7,373",521,132,57,229,208,480,"4,946",751,49,"$661,800","$664,923","7,373","3,388","1,851","$2,839","3,985",903,$977,"8,198","8,016",182,"$1,557","$1,536","4,595","7,030"
0,11366,"5,028","4,633","3,269","1,364",3.13,3.11,395,102,33,71,"3,371",3.0,"1,397",2.4,"10,238","4,236","5,028","3,562","2,742",820,895,122,212,98,126,-,13,-,"5,028",49,184,49,103,166,386,"1,769","1,363",959,"4,633","1,613","1,161",780,"1,079","4,633",537,"2,236","1,431",429,"4,633","3,481",85,173,889,-,-,-,5,-,"4,633",33,61,40,"4,633","4,361",205,67,"3,269",27,9,33,-,117,91,"2,677",281,34,"$729,200","$736,883","3,269","1,891","1,000","$2,887","1,378",333,"$1,037","1,364","1,292",72,"$1,746","$1,760",708,"1,142"
0,11367,"15,802","14,580","6,802","7,778",2.80,2.80,"1,222",132,335,127,"6,934",1.9,"8,113",4.1,"19,016","21,776","15,802","4,245","1,062","3,183","3,201","1,312","1,499","1,985","3,542",18,-,1,"15,802",140,531,291,399,962,"1,699","5,964","4,456","1,360","14,580","5,301","4,239","1,796","3,244","14,580","4,339","7,084","2,660",497,"14,580","10,271",301,883,"2,824",35,-,15,114,137,"14,580",22,97,150,"14,580","13,284","1,038",258,"6,802",148,143,95,"1,005","1,240",835,"3,032",304,-,"$479,700","$469,798","6,802","3,341","1,438","$2,154","3,461",876,$778,"7,778","7,479",299,"$1,366","$1,391","4,134","5,802"
0,11368,"30,734","28,502","6,175","22,327",3.65,3.99,"2,232",258,298,245,"6,433",4.0,"22,625",1.3,"22,546","89,163","30,734","2,652","1,568","1,084","5,676","8,415","2,940","1,407","9,610",34,-,1,"30,734",529,"3,236","1,579","1,597","2,080","6,726","4,129","3,372","7,486","28,502","12,229","9,546","3,393","3,334","28,502","16,766","9,216","1,916",604,"28,502","19,582",640,"2,886","4,717",18,-,27,467,165,"28,502",199,302,548,"28,502","20,051","4,542","3,909","6,175",153,124,394,279,704,"1,213","2,770",512,26,"$532,800","$543,637","6,175","3,715","2,439","$2,728","2,460",745,$840,"22,327","21,996",331,"$1,572","$1,534","13,373","19,187"
0,11369,"12,931","10,294","5,609","4,685",3.29,3.13,"2,637",188,79,410,"5,797",3.2,"4,764",1.7,"18,440","14,666","12,931","3,785","1,624","2,161","4,219","2,273",285,161,"2,175",33,-,3,"12,931",62,461,195,303,298,"1,379","2,593","2,024","5,616","10,294","4,159","3,114","1,434","1,587","10,294","4,193","4,229","1,425",447,"10,294","8,258",187,329,"1,416",-,-,-,36,68,"10,294",75,205,193,"10,294","8,804","1,012",478,"5,609",57,66,197,350,463,"1,119","3,064",270,23,"$567,000","$550,989","5,609","3,321","2,025","$2,824","2,288",512,$826,"4,685","4,484",201,"$1,503","$1,502","3,234","3,900"
0,11370,"10,406","7,993","4,082","3,911",3.45,2.88,"2,413",111,170,182,"4,193",2.6,"4,081",4.2,"14,072","11,283","10,406","2,451",512,"1,939","3,893","2,814",410,364,464,10,-,1,"10,406",-,247,226,445,563,"2,085","2,401","1,661","2,778","7,993","2,715","2,294","1,631","1,353","7,993","2,647","3,651","1,315",380,"7,993","6,575",172,331,833,-,-,-,67,15,"7,993",46,64,128,"7,993","7,060",680,253,"4,082",94,70,40,5,131,754,"2,705",169,114,"$671,400","$741,661","4,082","2,117","1,206","$2,878","1,965",512,$931,"3,911","3,705",206,"$1,628","$1,631","2,165","3,360"
0,11372,"26,057","23,814","7,543","16,271",2.28,2.72,"2,243",83,530,193,"7,626",1.1,"16,801",3.2,"17,210","44,326","26,057","1,326",601,725,"1,284","1,988",797,"2,593","18,056",13,-,-,"26,057",129,233,325,838,998,"2,339","6,488","4,384","10,323","23,814","9,776","6,938","3,824","3,276","23,814","13,115","8,702","1,544",453,"23,814","17,679",446,749,"4,232",-,14,-,443,251,"23,814",60,411,757,"23,814","20,791","1,709","1,314","7,543",90,87,473,726,"2,032","2,230","1,642",251,12,"$325,000","$401,172","7,543","4,101","1,104","$1,643","3,442",717,$581,"16,271","15,959",312,"$1,441","$1,482","9,405","14,994"
0,11373,"33,886","30,285","8,914","21,371",3.19,3.05,"3,601",58,196,469,"8,972",0.6,"21,567",0.9,"28,429","65,172","33,886","3,865","2,386","1,479","3,792","7,454","1,439",999,"16,299",31,7,1,"33,886",207,"1,125",975,"1,513","2,188","6,994","7,529","4,972","8,383","30,285","13,197","7,932","4,014","5,142","30,285","17,741","9,605","2,441",498,"30,285","21,902",758,"1,373","5,758",10,-,-,221,263,"30,285",72,534,693,"30,285","24,169","3,462","2,654","8,914",120,117,272,578,"1,234","1,720","4,048",759,66,"$545,500","$606,955","8,914","3,912","2,366","$2,456","5,002","1,354",$818,"21,371","20,541",830,"$1,485","$1,518","12,994","19,172"
0,11374,"20,974","19,416","7,524","11,892",2.29,2.14,"1,558",202,336,178,"7,726",2.6,"12,228",2.7,"17,211","25,398","20,974","2,930","1,528","1,402",897,453,238,676,"15,780",-,-,-,"20,974",623,272,471,778,988,"3,594","5,850","3,889","4,509","19,416","7,444","5,717","3,175","3,080","19,416","9,122","8,288","1,651",355,"19,416","13,803",567,"1,057","3,420",-,-,-,210,359,"19,416",77,136,411,"19,416","17,526",881,"1,009","7,524",123,202,428,679,"1,585","1,704","2,175",578,50,"$361,400","$474,150","7,524","3,665","1,190","$1,788","3,859",976,$768,"11,892","11,502",390,"$1,591","$1,594","5,978","9,979"
0,11375,"35,281","32,857","16,697","16,160",2.28,2.17,"2,424",351,317,338,"17,048",2.1,"16,477",1.9,"38,026","35,010","35,281","6,047","2,890","3,157","1,533",768,822,533,"25,505",73,-,2,"35,281",123,670,805,389,"1,579","6,490","8,859","7,409","8,957","32,857","13,956","8,624","4,685","5,592","32,857","13,625","15,507","3,322",403,"32,857","20,930",861,"2,920","6,850",71,18,-,561,646,"32,857",48,248,520,"32,857","30,751",948,"1,158","16,697",127,208,491,"1,112","3,712","4,340","4,654","1,671",382,"$395,100","$540,087","16,697","8,424","2,331","$1,905","8,273","1,676",$657,"16,160","15,620",540,"$1,731","$1,762","7,454","13,049"
0,11377,"33,753","31,400","9,688","21,712",2.60,2.80,"2,353",189,580,77,"9,877",1.9,"22,292",2.6,"25,216","60,896","33,753","3,454","1,072","2,382","4,663","5,992","3,004","3,062","13,525",44,9,1,"33,753",314,"1,090",764,"1,253","2,578","6,362","5,163","4,072","12,157","31,400","12,823","8,878","4,314","5,385","31,400","15,003","13,202","2,809",386,"31,400","25,336",750,"1,474","3,224",-,7,-,296,313,"31,400",71,210,751,"31,400","27,314","2,590","1,496","9,688",371,147,225,605,"1,487","1,708","4,503",566,76,"$528,700","$545,629","9,688","4,907","2,400","$2,130","4,781","1,132",$762,"21,712","21,006",706,"$1,490","$1,485","11,897","18,950"
0,11378,"13,871","12,604","6,412","6,192",3.08,2.79,"1,267",55,216,117,"6,467",0.9,"6,408",3.4,"19,751","17,294","13,871","4,031","1,705","2,326","5,895","2,774",306,150,697,9,9,1,"13,871",109,459,213,392,587,"1,644","2,201","1,950","6,316","12,604","4,815","3,530","1,896","2,363","12,604","3,163","5,541","3,170",730,"12,604","10,929",157,380,983,11,10,-,75,59,"12,604",4,36,169,"12,604","11,635",738,231,"6,412",119,65,104,93,297,"1,274","4,249",178,33,"$605,300","$602,420","6,412","3,639","1,650","$2,628","2,773",811,$863,"6,192","5,951",241,"$1,600","$1,584","3,119","5,699"
0,11379,"14,614","13,504","8,218","5,286",2.96,2.49,"1,110",60,153,120,"8,278",0.7,"5,439",2.8,"24,336","13,149","14,614","5,669","1,424","4,245","5,616","1,631",223,375,"1,081",5,14,-,"14,614",72,481,346,478,980,"2,480","2,801","2,398","4,578","13,504","4,646","3,375","1,989","3,494","13,504","2,350","6,615","3,513","1,026","13,504","11,632",299,434,993,-,14,-,69,63,"13,504",64,134,223,"13,504","12,971",345,188,"8,218",116,106,86,19,109,"1,099","6,254",412,17,"$646,300","$635,843","8,218","4,428","1,937","$2,698","3,790",975,$860,"5,286","4,802",484,"$1,518","$1,563","2,140","4,410"
0,11385,"38,325","35,126","11,272","23,854",3.08,3.01,"3,199",14,"1,017",390,"11,286",0.1,"24,871",4.1,"34,768","71,779","38,325","5,161","2,039","3,122","12,893","8,536","8,758",946,"1,976",40,15,1,"38,325",362,697,897,685,"1,390","2,767","3,271","4,482","23,774","35,126","14,978","10,413","4,990","4,745","35,126","14,764","13,759","5,125","1,478","35,126","29,639",904,"1,195","2,898",-,60,-,265,165,"35,126",166,173,844,"35,126","32,840","1,790",496,"11,272",289,74,100,94,485,"2,912","6,640",545,133,"$581,900","$625,271","11,272","6,638","3,450","$2,849","4,634","1,258",$818,"23,854","23,316",538,"$1,477","$1,532","10,658","21,242"
0,11411,"6,482","6,270","5,390",880,3.33,3.17,212,59,-,-,"5,449",1.1,880,-,"17,945","2,790","6,482","5,491","4,657",834,767,154,22,-,37,11,-,2,"6,482",-,33,55,46,140,548,"1,807","2,308","1,545","6,270","1,149","1,639","1,346","2,136","6,270",803,"2,490","1,989",988,"6,270","4,973",71,105,"1,095",-,5,-,3,18,"6,270",8,12,31,"6,270","6,076",166,28,"5,390",113,24,27,31,138,"4,110",870,21,56,"$432,300","$458,739","5,390","3,918","1,774","$2,454","1,472",319,$837,880,820,60,"$1,531","$1,547",414,723
0,11412,"11,871","11,039","8,206","2,833",3.60,2.77,832,60,182,-,"8,266",0.7,"3,015",6.0,"29,513","7,860","11,871","8,331","6,534","1,797","2,782",446,68,47,179,18,-,2,"11,871",16,323,249,237,615,908,"2,223","2,846","4,454","11,039","2,985","3,419","1,790","2,845","11,039","2,183","4,491","3,155","1,210","11,039","8,837",105,474,"1,500",-,-,13,92,18,"11,039",33,44,85,"11,039","10,439",517,83,"8,206",152,53,28,20,390,"5,884","1,591",43,45,"$427,200","$431,753","8,206","6,277","3,240","$2,561","1,929",507,$832,"2,833","2,660",173,"$1,441","$1,451","1,536","2,340"
0,11413,"13,115","12,356","8,768","3,588",3.50,3.21,759,156,73,69,"8,924",1.7,"3,661",2.0,"30,645","11,530","13,115","8,547","6,806","1,741","3,562",727,55,70,126,28,-,2,"13,115",120,517,554,203,573,"1,795","3,175","2,129","4,049","12,356","3,325","3,587","2,081","3,363","12,356","2,147","5,028","3,805","1,376","12,356","10,606",159,441,"1,087",14,-,-,9,40,"12,356",25,54,70,"12,356","11,769",516,71,"8,768",216,54,55,75,343,"5,538","2,384",55,48,"$446,800","$463,601","8,768","6,445","3,105","$2,663","2,323",430,$856,"3,588","3,320",268,"$1,664","$1,611","1,623","3,001"
0,11414,"11,409","10,680","7,453","3,227",2.73,2.73,729,142,15,155,"7,595",1.9,"3,242",0.5,"20,380","8,804","11,409","4,472","4,240",232,"2,518","1,706",382,46,"2,162",75,48,7,"11,409",146,169,351,733,961,"4,012","2,795",978,"1,264","10,680","3,113","3,379","1,709","2,479","10,680","1,607","4,492","3,302","1,279","10,680","9,100",224,281,940,13,15,33,45,29,"10,680",32,8,97,"10,680","10,370",207,103,"7,453",202,181,677,834,847,943,"3,510",194,65,"$504,300","$490,750","7,453","3,636","1,388","$2,358","3,817",948,$867,"3,227","2,981",246,"$1,576","$1,544","1,611","2,783"
0,11415,"9,521","8,379","2,999","5,380",2.61,2.14,"1,142",151,255,300,"3,150",4.8,"5,635",4.5,"7,819","11,519","9,521","1,139",794,345,389,595,125,394,"6,879",-,-,-,"9,521",59,262,266,361,708,"1,448","1,406","1,594","3,417","8,379","3,462","2,611","1,124","1,182","8,379","3,606","3,790",871,112,"8,379","5,445",199,606,"1,820",-,-,15,170,124,"8,379",9,83,226,"8,379","7,525",454,400,"2,999",29,10,163,423,694,715,686,276,3,"$348,100","$462,275","2,999","1,800",703,"$2,072","1,199",260,$717,"5,380","5,197",183,"$1,540","$1,542","2,773","4,848"
0,11416,"7,768","7,217","3,124","4,093",4.02,3.54,551,27,71,103,"3,151",0.9,"4,164",1.7,"12,555","14,486","7,768","1,868","1,004",864,"4,058","1,396",335,17,90,4,-,1,"7,768",21,480,40,319,491,545,742,953,"4,177","7,217","3,045","2,335",993,844,"7,217","2,316","3,124","1,415",362,"7,217","6,055",196,281,596,-,-,-,19,70,"7,217",32,28,167,"7,217","6,497",562,158,"3,124",53,35,27,40,87,"1,180","1,601",78,23,"$524,900","$528,668","3,124","2,000","1,095","$2,706","1,124",225,$839,"4,093","3,954",139,"$1,489","$1,477","2,222","3,697"
0,11417,"9,764","9,060","5,451","3,609",3.66,3.31,704,86,59,135,"5,537",1.6,"3,668",1.6,"19,952","11,944","9,764","3,878","2,582","1,296","4,262","1,049",281,115,160,19,-,2,"9,764",8,394,231,571,385,808,"1,179","1,118","5,070","9,060","3,018","3,088","1,601","1,353","9,060","1,938","4,160","2,280",682,"9,060","7,800",126,317,729,-,-,-,45,43,"9,060",16,21,117,"9,060","8,333",561,166,"5,451",102,42,9,38,87,"2,749","2,285",75,64,"$481,900","$531,896","5,451","3,702","2,014","$2,634","1,749",345,$809,"3,609","3,494",115,"$1,514","$1,509","1,805","3,297"
0,11418,"11,769","10,938","4,761","6,177",3.67,3.34,831,10,305,142,"4,771",0.2,"6,482",4.7,"17,466","20,649","11,769","2,997","2,341",656,"4,085","1,419",327,342,"2,584",15,-,1,"11,769",285,261,191,331,369,744,"1,197","1,517","6,874","10,938","4,354","3,277","1,706","1,601","10,938","3,643","4,652","2,116",527,"10,938","8,703",172,413,"1,529",-,14,-,53,54,"10,938",29,78,235,"10,938","9,628","1,026",284,"4,761",76,35,63,188,367,"1,490","2,349",168,25,"$522,500","$517,664","4,761","3,242","1,687","$2,684","1,519",293,$897,"6,177","6,022",155,"$1,461","$1,467","3,380","5,548"
0,11419,"13,338","12,479","7,351","5,128",4.19,3.66,859,148,134,9,"7,499",2.0,"5,262",2.5,"30,771","18,793","13,338","5,993","4,792","1,201","5,366","1,356",172,170,270,11,-,1,"13,338",50,724,239,208,328,878,"1,290","1,629","7,992","12,479","3,704","4,339","2,842","1,594","12,479","3,343","5,005","2,939","1,192","12,479","10,921",178,296,"1,002",-,-,-,54,28,"12,479",35,20,107,"12,479","11,063","1,054",362,"7,351",131,53,87,25,200,"3,625","3,059",139,32,"$481,500","$500,927","7,351","5,188","3,192","$2,620","2,163",435,$865,"5,128","4,935",193,"$1,554","$1,519","2,994","4,773"
0,11420,"14,180","13,159","8,799","4,360",3.86,3.31,"1,021",122,157,198,"8,921",1.4,"4,517",3.5,"33,958","14,417","14,180","8,268","6,946","1,322","5,111",392,59,52,247,51,-,4,"14,180",194,638,349,280,646,"1,289","2,814","2,153","5,817","13,159","3,868","4,274","2,481","2,536","13,159","2,686","4,957","3,663","1,853","13,159","11,426",218,490,923,17,-,-,54,31,"13,159",33,50,120,"13,159","12,095",823,241,"8,799",209,85,27,29,327,"4,291","3,666",82,83,"$478,000","$507,193","8,799","6,093","3,293","$2,576","2,706",566,$836,"4,360","4,027",333,"$1,553","$1,585","2,490","3,718"
