,zipcode,H1. HOUSING OCCUPANCY AND TENURE.Total housing units,H1. HOUSING OCCUPANCY AND TENURE.Occupied housing units,H1. HOUSING OCCUPANCY AND TENURE.Owner-occupied,H1. HOUSING OCCUPANCY AND TENURE.Renter-occupied,H1. HOUSING OCCUPANCY AND TENURE.Average household size of owner-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Average household size of renter-occupied unit,H1. HOUSING OCCUPANCY AND TENURE.Vacant housing units,H1. HOUSING OCCUPANCY AND TENURE.For sale,H1. HOUSING OCCUPANCY AND TENURE.For rent,"H1. HOUSING OCCUPANCY AND TENURE.For seasonal, recreational, or occasional use",H1. HOUSING OCCUPANCY AND TENURE.Total owner units,H1. HOUSING OCCUPANCY AND TENURE.Homeowner vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.Total rental units,H1. HOUSING OCCUPANCY AND TENURE.Rental vacancy rate,H1. HOUSING OCCUPANCY AND TENURE.People living in owned homes,H1. HOUSING OCCUPANCY AND TENURE.People living in rental homes,H2. UNITS IN STRUCTURE.Total housing units,H2. UNITS IN STRUCTURE.Single-family units,"H2. UNITS IN STRUCTURE.Single unit, detached","H2. UNITS IN STRUCTURE.Single unit, attached",H2. UNITS IN STRUCTURE.Duplexes,H2. UNITS IN STRUCTURE.3 or 4 units,H2. UNITS IN STRUCTURE.5 to 9 units,H2. UNITS IN STRUCTURE.10 to 19 units,H2. UNITS IN STRUCTURE.20 or more units,H2. UNITS IN STRUCTURE.Mobile home,"H2. UNITS IN STRUCTURE.Boat, RV, van, etc.",H2. UNITS IN STRUCTURE.Mobile homes per 1000 HUs,H3. YEAR STRUCTURE BUILT.Total housing units,H3. YEAR STRUCTURE BUILT.Built 2010 or later,H3. YEAR STRUCTURE BUILT.Built 2000 to 2009,H3. YEAR STRUCTURE BUILT.Built 1990 to 1999,H3. YEAR STRUCTURE BUILT.Built 1980 to 1989,H3. YEAR STRUCTURE BUILT.Built 1970 to 1979,H3. YEAR STRUCTURE BUILT.Built 1960 to 1969,H3. YEAR STRUCTURE BUILT.Built 1950 to 1959,H3. YEAR STRUCTURE BUILT.Built 1940 to 1949,H3. YEAR STRUCTURE BUILT.Built 1939 or earlier,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Occupied housing units,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2010 or later,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 2000 to 2009,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1990 to 1999,H4. YEAR HOUSEHOLDER MOVED INTO UNIT.Moved in 1989 or earlier,H5. VEHICLES AVAILABLE.Occupied housing units,H5. VEHICLES AVAILABLE.No vehicles available,H5. VEHICLES AVAILABLE.1 vehicle available,H5. VEHICLES AVAILABLE.2 vehicles available,H5. VEHICLES AVAILABLE.3 or more vehicles available,H6. HOUSE HEATING FUEL.Occupied housing units,H6. HOUSE HEATING FUEL.Utility gas,"H6. HOUSE HEATING FUEL.Bottled, tank, or LP gas",H6. HOUSE HEATING FUEL.Electricity,"H6. HOUSE HEATING FUEL.Fuel oil, kerosene, etc.",H6. HOUSE HEATING FUEL.Coal or coke,H6. HOUSE HEATING FUEL.Wood,H6. HOUSE HEATING FUEL.Solar energy,H6. HOUSE HEATING FUEL.Other fuel,H6. HOUSE HEATING FUEL.No fuel used,H7. SELECTED CHARACTERISTICS.Occupied housing units,H7. SELECTED CHARACTERISTICS.Lacking complete plumbing facilities,H7. SELECTED CHARACTERISTICS.Lacking complete kitchen facilities,H7. SELECTED CHARACTERISTICS.No telephone service available,H8. OCCUPANTS PER ROOM.Occupied housing units,H8. OCCUPANTS PER ROOM.1.00 or less,H8. OCCUPANTS PER ROOM.1.01 to 1.50,H8. OCCUPANTS PER ROOM.1.51 or more,H9. HOME VALUES.Owner-occupied units,"H9. HOME VALUES.Less than $50,000","H9. HOME VALUES.$50,000 to $99,999","H9. HOME VALUES.$100,000 to $149,999","H9. HOME VALUES.$150,000 to $199,999","H9. HOME VALUES.$200,000 to $299,999","H9. HOME VALUES.$300,000 to $499,999","H9. HOME VALUES.$500,000 to $999,999","H9. HOME VALUES.$1,000,000 or more","H9. HOME VALUES.$2,000,000 or more",H9. HOME VALUES.Median home value,H9. HOME VALUES.Average home value,H10. SELECTED MONTHLY OWNER COSTS.Owner-occupied units,H10. SELECTED MONTHLY OWNER COSTS.Housing units with a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H10. SELECTED MONTHLY OWNER COSTS.Housing units without a mortgage,H10. SELECTED MONTHLY OWNER COSTS.Nonmortgage owner costs 30% or more of HH income,H10. SELECTED MONTHLY OWNER COSTS.Median owner costs,H11. GROSS RENT.Renter-occupied units,H11. GROSS RENT.Paying cash rent,H11. GROSS RENT.Paying no cash rent,H11. GROSS RENT.Median rent,H11. GROSS RENT.Average gross rent,H11. GROSS RENT.Gross rent 30% or more of HH income,H11. GROSS RENT.Gross rent of $750 or more
0,10451,"19,884","19,123","2,488","16,635",2.14,2.54,761,150,336,24,"2,638",5.7,"16,971",2.0,"5,332","42,263","19,884",259,233,26,368,"1,027",333,"1,034","16,834",-,29,-,"19,884","1,167","1,992",294,740,"1,367","3,615","2,750","2,850","5,109","19,123","7,451","5,809","2,261","3,602","19,123","13,934","4,429",647,113,"19,123","7,689",391,"2,368","7,811",-,-,-,228,636,"19,123",247,226,353,"19,123","17,213","1,064",846,"2,488",999,128,132,249,304,420,229,-,27,"$135,600","$207,760","2,488","1,021",411,"$1,511","1,467",328,$385,"16,635","16,353",282,"$1,042",$988,"9,511","10,452"
0,10452,"27,121","26,126",702,"25,424",2.86,2.88,995,-,430,29,702,-,"25,854",1.7,"2,008","73,288","27,121",591,380,211,469,689,674,"1,126","23,562",10,-,-,"27,121",742,"1,970","1,593",975,"1,032","1,735","2,140","3,351","13,583","26,126","10,225","8,351","4,305","3,245","26,126","20,141","5,144",790,51,"26,126","8,875",477,"2,601","13,289",-,-,-,233,651,"26,126",174,184,688,"26,126","21,258","2,679","2,189",702,114,38,81,61,98,186,107,17,-,"$238,000","$294,197",702,326,135,"$2,241",376,60,$463,"25,424","24,446",978,"$1,139","$1,105","15,722","19,701"
0,10453,"28,530","27,266",972,"26,294",2.87,2.86,"1,264",42,567,8,"1,014",4.1,"26,861",2.1,"2,789","75,214","28,530",908,530,378,"1,153","1,118",597,"1,582","23,027",81,64,3,"28,530",714,"1,224",876,"1,115","2,466","1,888","2,736","3,917","13,594","27,266","12,109","7,950","4,104","3,103","27,266","20,522","5,658",941,145,"27,266","8,152",479,"2,761","14,240",30,20,11,445,"1,128","27,266",121,183,884,"27,266","22,998","2,720","1,548",972,70,11,38,35,91,340,347,21,19,"$427,200","$590,892",972,569,312,"$2,934",403,151,$709,"26,294","25,502",792,"$1,130","$1,072","16,875","18,800"
0,10454,"13,942","13,167",687,"12,480",3.41,2.80,775,124,252,27,811,15.3,"12,732",2.0,"2,346","34,881","13,942",623,354,269,592,802,825,"1,750","9,300",-,50,-,"13,942",475,848,508,770,"1,363","1,849","2,883",807,"4,439","13,167","5,452","3,907","2,033","1,775","13,167","10,194","2,535",333,105,"13,167","5,684",113,"1,592","4,958",30,-,14,341,435,"13,167",139,102,457,"13,167","11,319","1,221",627,687,31,36,-,21,59,355,185,-,-,"$430,200","$399,490",687,545,254,"$2,200",142,8,$516,"12,480","12,307",173,$730,$840,"7,322","5,910"
0,10455,"15,066","14,401","1,200","13,201",3.13,2.83,665,29,321,52,"1,229",2.4,"13,522",2.4,"3,754","37,297","15,066",588,245,343,791,936,836,"1,574","10,310",-,31,-,"15,066",645,976,987,680,"1,377","1,683","1,873",712,"6,133","14,401","6,026","4,440","2,322","1,613","14,401","10,643","3,154",551,53,"14,401","4,918",314,"1,686","6,988",22,-,48,147,278,"14,401",95,135,463,"14,401","12,630","1,251",520,"1,200",173,49,59,32,222,388,232,-,45,"$330,000","$547,139","1,200",803,365,"$1,931",397,76,$723,"13,201","12,960",241,$974,$949,"7,742","8,094"
0,10456,"32,349","30,774","1,756","29,018",3.17,2.97,"1,575",12,549,18,"1,768",0.7,"29,567",1.9,"5,565","86,152","32,349","1,123",415,708,"1,124","2,106","1,089","2,490","24,341",41,35,1,"32,349","1,511","2,766","1,797","1,004","1,568","3,513","3,417","2,779","13,994","30,774","13,072","10,115","4,351","3,236","30,774","22,752","6,570","1,321",131,"30,774","13,906",315,"3,909","11,397",44,8,12,416,767,"30,774",264,227,"1,003","30,774","26,427","2,486","1,861","1,756",183,68,77,96,235,796,274,10,17,"$345,200","$360,920","1,756","1,169",635,"$1,995",587,215,$508,"29,018","28,186",832,"$1,019",$979,"15,992","18,313"
0,10457,"25,867","24,634","1,438","23,196",3.43,2.86,"1,233",65,505,38,"1,503",4.3,"23,701",2.1,"4,932","66,437","25,867","1,183",618,565,"1,387","1,855",977,"1,718","18,655",29,63,1,"25,867",894,"1,367","1,557",976,"2,094","1,468","1,927","2,695","12,889","24,634","11,501","7,253","3,434","2,446","24,634","17,731","5,625","1,031",247,"24,634","9,615",321,"2,607","11,310",-,-,-,322,459,"24,634",80,165,753,"24,634","20,224","2,672","1,738","1,438",198,101,87,21,119,594,301,17,-,"$376,600","$340,725","1,438",808,443,"$2,348",630,85,$595,"23,196","22,492",704,"$1,154","$1,109","14,649","16,521"
0,10458,"29,042","27,282","1,060","26,222",3.09,2.95,"1,760",104,819,62,"1,164",8.9,"27,041",3.0,"3,272","77,385","29,042",846,545,301,"1,327","1,541","1,718","2,751","20,770",65,24,2,"29,042",691,906,611,563,"1,385","2,183","2,078","2,821","17,804","27,282","13,841","7,423","3,400","2,618","27,282","20,000","6,063","1,041",178,"27,282","6,700",589,"2,001","17,439",-,-,3,212,338,"27,282",167,245,632,"27,282","22,609","2,836","1,837","1,060",23,6,120,98,77,457,235,24,20,"$383,400","$409,768","1,060",688,369,"$2,647",372,161,$938,"26,222","25,492",730,"$1,222","$1,207","16,060","20,732"
0,10459,"17,792","16,382","1,875","14,507",3.33,2.85,"1,410",25,105,173,"1,900",1.3,"14,612",0.7,"6,239","41,342","17,792","1,107",401,706,"1,248","1,922","1,263","1,834","10,350",21,47,1,"17,792",996,"2,518","1,783","1,244",866,"1,145","1,373",718,"7,149","16,382","6,988","5,499","2,454","1,441","16,382","11,071","4,109","1,034",168,"16,382","6,190",178,"1,472","7,939",122,36,12,100,333,"16,382",148,124,511,"16,382","14,714","1,261",407,"1,875",122,63,17,48,192,"1,083",293,44,13,"$389,400","$398,217","1,875","1,297",605,"$2,201",578,122,$743,"14,507","14,052",455,"$1,020",$992,"8,462","9,158"
0,10460,"21,458","20,443","2,155","18,288",3.58,2.77,"1,015",37,224,-,"2,192",1.7,"18,512",1.2,"7,716","50,608","21,458","1,074",811,263,"1,855","2,227",975,"1,233","14,068",26,-,1,"21,458",847,"1,640","1,689",992,"3,214","1,889","2,215","1,495","7,477","20,443","8,921","5,930","2,998","2,594","20,443","10,541","4,910","4,832",160,"20,443","6,527",297,"1,906","11,202",-,-,-,162,349,"20,443",166,101,591,"20,443","17,988","1,690",765,"2,155",105,138,58,104,193,937,603,8,9,"$412,700","$390,657","2,155","1,409",963,"$2,746",746,104,$632,"18,288","17,671",617,"$1,053","$1,013","11,263","11,964"
0,10461,"20,277","18,927","6,162","12,765",2.98,2.42,"1,350",34,301,102,"6,196",0.5,"13,066",2.3,"18,343","30,925","20,277","5,151","3,376","1,775","3,647","3,128","1,083",901,"6,355",-,12,-,"20,277",93,866,478,420,"1,302","3,573","3,400","2,657","7,488","18,927","8,993","4,550","2,251","3,133","18,927","6,908","8,491","2,757",771,"18,927","9,394",551,"1,577","6,783",14,9,7,412,180,"18,927",54,190,460,"18,927","17,380",943,604,"6,162",234,82,198,151,398,"3,089","1,933",51,26,"$451,100","$434,891","6,162","3,625","1,803","$2,595","2,537",569,$876,"12,765","12,302",463,"$1,373","$1,395","6,660","11,162"
0,10462,"31,120","29,543","6,600","22,943",2.95,2.48,"1,577",87,499,67,"6,687",1.3,"23,442",2.1,"19,500","56,908","31,120","2,711","1,587","1,124","3,368","2,372","1,131",990,"20,503",20,25,1,"31,120",369,994,604,497,"1,378","2,452","4,022","7,370","13,434","29,543","13,398","8,719","3,685","3,741","29,543","16,333","10,153","2,594",463,"29,543","14,363",695,"2,543","10,380",5,10,-,548,999,"29,543",75,143,996,"29,543","26,255","1,693","1,595","6,600",305,615,957,973,450,"1,725","1,501",29,45,"$300,000","$334,637","6,600","4,342","2,213","$2,011","2,258",648,$868,"22,943","22,603",340,"$1,342","$1,340","12,157","20,735"
0,10463,"29,973","28,682","9,219","19,463",2.35,2.43,"1,291",129,331,177,"9,348",1.4,"19,794",1.7,"21,641","47,236","29,973","1,607","1,207",400,"1,182",796,549,"1,611","24,171",57,-,2,"29,973",392,539,604,603,"2,690","5,515","7,248","2,770","9,612","28,682","11,927","7,421","4,670","4,664","28,682","13,537","11,734","3,006",405,"28,682","12,110",708,"2,661","11,919",19,16,-,577,672,"28,682",105,185,584,"28,682","26,361","1,316","1,005","9,219","1,095",443,507,902,"1,885","2,135","1,818",386,48,"$287,400","$359,161","9,219","4,293","1,033","$1,726","4,926",545,$335,"19,463","19,041",422,"$1,326","$1,341","10,088","15,217"
0,10464,"2,157","1,893","1,248",645,2.38,2.24,264,-,-,15,"1,248",-,645,-,"2,973","1,443","2,157","1,188","1,056",132,465,221,39,24,220,-,-,-,"2,157",-,195,62,350,42,252,275,160,821,"1,893",711,602,230,350,"1,893",371,724,578,220,"1,893","1,592",15,104,150,-,-,-,-,32,"1,893",-,-,12,"1,893","1,859",19,15,"1,248",-,-,39,-,77,437,654,37,4,"$531,800","$520,024","1,248",704,269,"$3,062",544,89,"$1,020",645,623,22,"$1,186","$1,251",305,415
0,10465,"16,842","15,994","9,004","6,990",2.81,2.43,848,182,212,30,"9,186",2.0,"7,202",2.9,"25,303","17,005","16,842","7,129","4,313","2,816","4,480","2,223",469,269,"2,246",26,-,2,"16,842",119,"1,163",555,783,"1,795","3,106","3,859","1,612","3,850","15,994","5,282","4,322","2,470","3,920","15,994","3,375","6,443","4,886","1,290","15,994","10,590",306,"1,370","3,455",-,4,-,76,193,"15,994",73,77,246,"15,994","15,414",462,118,"9,004",271,66,90,132,556,"4,433","3,342",93,21,"$462,100","$459,624","9,004","5,517","2,447","$2,743","3,487","1,008",$902,"6,990","6,804",186,"$1,356","$1,315","3,087","4,950"
0,10466,"25,110","23,704","9,191","14,513",3.47,2.75,"1,406",156,496,85,"9,347",1.7,"15,009",3.3,"31,882","39,856","25,110","6,448","3,395","3,053","5,433","4,641",905,"1,229","6,400",42,12,2,"25,110",284,994,755,745,"1,481","3,768","5,391","3,016","8,676","23,704","9,267","6,853","4,072","3,512","23,704","9,720","8,397","4,347","1,240","23,704","12,888",437,"3,696","6,022",-,-,4,243,414,"23,704",106,102,431,"23,704","21,499","1,222",983,"9,191",315,172,68,153,458,"5,481","2,473",28,43,"$422,700","$425,815","9,191","7,054","3,956","$2,726","2,137",523,$957,"14,513","14,184",329,"$1,281","$1,227","8,375","10,997"
0,10467,"38,530","36,732","5,011","31,721",3.14,2.72,"1,798",154,688,30,"5,165",3.0,"32,409",2.1,"15,755","86,315","38,530","2,405","1,365","1,040","2,884","3,666","1,741","2,391","25,331",97,15,3,"38,530",948,"1,227","1,212","1,492","3,053","4,535","5,187","5,344","15,532","36,732","17,177","10,450","4,992","4,113","36,732","22,021","11,623","2,674",414,"36,732","13,770",671,"3,435","17,504",27,-,35,717,573,"36,732",336,250,"1,790","36,732","30,893","3,351","2,488","5,011",625,303,304,458,536,"1,594","1,128",56,7,"$335,400","$325,474","5,011","2,991","1,652","$2,324","2,020",414,$717,"31,721","30,877",844,"$1,285","$1,228","19,257","25,862"
0,10468,"27,515","26,338","2,000","24,338",2.82,2.94,"1,177",19,579,17,"2,019",0.9,"24,917",2.3,"5,635","71,643","27,515",739,350,389,"1,129",794,691,"1,271","22,730",44,117,2,"27,515",324,538,274,529,"1,411","1,959","2,363","4,058","16,059","26,338","11,349","8,450","3,279","3,260","26,338","18,915","6,418",814,191,"26,338","7,130",335,"1,766","16,356",-,-,-,322,429,"26,338",275,519,529,"26,338","21,573","3,119","1,646","2,000",266,176,319,273,326,457,159,8,16,"$194,000","$258,510","2,000","1,217",432,"$1,827",783,200,$827,"24,338","23,442",896,"$1,236","$1,219","14,966","19,968"
0,10469,"23,659","22,450","11,439","11,011",3.40,2.94,"1,209",109,246,94,"11,548",0.9,"11,257",2.2,"38,942","32,381","23,659","9,382","3,934","5,448","6,103","3,504","1,000","1,421","2,220",19,10,1,"23,659",107,"1,001",593,950,"1,377","3,329","6,369","4,148","5,785","22,450","7,449","6,745","3,919","4,337","22,450","7,299","8,866","4,747","1,538","22,450","13,417",487,"1,610","6,485",73,-,-,71,307,"22,450",43,76,252,"22,450","20,257","1,415",778,"11,439",209,61,169,139,496,"6,878","3,368",80,39,"$438,900","$446,148","11,439","8,115","4,748","$2,786","3,324",713,$970,"11,011","10,774",237,"$1,379","$1,339","6,065","8,967"
0,10470,"6,404","6,076","2,222","3,854",2.92,2.29,328,-,123,-,"2,222",-,"3,977",3.1,"6,494","8,832","6,404","1,428","1,134",294,"1,068","1,121",432,203,"2,145",7,-,1,"6,404",33,114,70,153,208,717,991,992,"3,126","6,076","2,682","1,613",673,"1,108","6,076","2,497","2,388",986,205,"6,076","2,984",171,571,"2,216",12,-,-,34,88,"6,076",21,33,122,"6,076","5,646",261,169,"2,222",117,120,163,103,72,945,692,-,10,"$424,400","$406,068","2,222","1,236",563,"$2,590",986,247,$821,"3,854","3,692",162,"$1,380","$1,347","2,206","3,315"
0,10471,"9,668","8,598","4,193","4,405",2.30,2.07,"1,070",80,213,89,"4,273",1.9,"4,618",4.6,"9,655","9,104","9,668","1,706","1,351",355,506,633,114,140,"6,535",34,-,4,"9,668",158,181,108,179,649,"2,743","2,244","1,202","2,204","8,598","3,585","1,983","1,097","1,933","8,598","2,369","4,377","1,571",281,"8,598","4,278",223,761,"3,043",36,-,-,154,103,"8,598",57,115,148,"8,598","8,322",59,217,"4,193",58,195,235,572,811,782,"1,129",249,162,"$345,500","$514,919","4,193","2,060",607,"$1,948","2,133",399,$636,"4,405","4,320",85,"$1,548","$1,619","1,975","3,824"
0,10472,"23,392","21,887","3,122","18,765",3.58,3.03,"1,505",55,284,65,"3,177",1.7,"19,049",1.5,"11,161","56,859","23,392","1,986",862,"1,124","2,929","4,830","1,118","1,212","11,264",42,11,2,"23,392",183,485,605,828,"1,278","3,682","5,449","2,594","8,288","21,887","9,304","6,645","2,523","3,415","21,887","13,628","5,625","2,193",441,"21,887","7,942",350,"1,682","11,296",38,-,-,160,419,"21,887",202,128,646,"21,887","18,417","2,026","1,444","3,122",296,103,99,40,142,"1,323","1,091",-,28,"$451,900","$435,658","3,122","1,835","1,141","$2,870","1,287",334,$852,"18,765","18,375",390,"$1,173","$1,148","11,714","14,014"
0,10473,"21,955","20,935","6,189","14,746",3.12,2.71,"1,020",82,415,19,"6,271",1.3,"15,161",2.7,"19,287","40,020","21,955","5,190","2,302","2,888","2,740","1,675",258,582,"11,303",45,162,2,"21,955",288,"1,808",893,990,"3,108","5,461","3,573","1,896","3,938","20,935","6,297","6,693","3,733","4,212","20,935","9,829","7,865","2,516",725,"20,935","10,220",309,"2,122","7,477",-,-,43,225,539,"20,935",128,174,478,"20,935","19,582",839,514,"6,189",507,130,95,158,719,"3,701",821,13,45,"$381,600","$378,904","6,189","4,238","2,312","$2,388","1,951",462,$754,"14,746","14,474",272,$964,"$1,010","7,506","9,382"
0,10474,"4,067","3,488",219,"3,269",4.07,3.12,579,17,65,111,236,7.2,"3,334",1.9,892,"10,194","4,067",267,100,167,508,403,161,360,"2,358",10,-,2,"4,067",-,151,230,263,172,295,307,163,"2,486","3,488","1,702",873,489,424,"3,488","2,384",884,162,58,"3,488","1,310",24,283,"1,735",-,-,-,30,106,"3,488",45,18,113,"3,488","2,899",397,192,219,18,5,-,-,14,144,38,-,-,"$427,800","$394,721",219,150,48,"$1,985",69,18,-,"3,269","3,129",140,"$1,138","$1,136","2,017","2,328"
0,10475,"19,080","18,759","8,080","10,679",2.26,2.20,321,88,-,-,"8,168",1.1,"10,679",-,"18,228","23,494","19,080",562,362,200,486,335,93,187,"17,328",16,73,1,"19,080",101,119,452,119,"5,364","10,680","1,107",568,570,"18,759","4,475","5,261","5,141","3,882","18,759","8,234","7,948","2,296",281,"18,759","8,734",70,"4,988","2,072",104,-,-,619,"2,172","18,759",121,113,315,"18,759","17,628",894,237,"8,080","5,733",280,400,283,764,357,263,-,-,"$27,600","$86,759","8,080","2,576",427,$457,"5,504",302,$99,"10,679","10,637",42,"$1,023","$1,013","4,219","8,526"
0,11004,"5,359","5,178","3,674","1,504",3.11,1.93,181,70,-,23,"3,744",1.9,"1,504",-,"11,424","2,910","5,359","2,536","2,441",95,"1,966",303,148,160,246,-,-,-,"5,359",35,68,48,56,188,679,"2,564","1,432",289,"5,178","1,613","1,597",754,"1,214","5,178",385,"2,312","1,626",855,"5,178","3,752",89,172,"1,113",-,-,17,16,19,"5,178",-,-,30,"5,178","4,959",186,33,"3,674",18,49,25,248,773,576,"1,875",98,12,"$523,700","$508,019","3,674","2,133",739,"$2,365","1,541",246,$942,"1,504","1,390",114,"$1,492","$1,482",474,"1,259"
0,11101,"16,814","13,169","2,230","10,939",2.42,2.20,"3,645",20,376,872,"2,250",0.9,"11,315",3.3,"5,391","24,046","16,814",646,289,357,"1,033","1,226","1,466",922,"11,510",11,-,1,"16,814","3,705","2,356",218,143,186,447,782,"2,856","6,121","13,169","7,992","2,972","1,157","1,048","13,169","9,348","3,185",543,93,"13,169","8,497",376,"2,615","1,136",-,-,12,173,360,"13,169",68,41,370,"13,169","12,184",471,514,"2,230",11,21,-,-,26,159,"1,105",867,41,"$924,200","$949,429","2,230","1,546",642,"$3,561",684,126,$834,"10,939","10,774",165,"$1,608","$1,684","4,528","4,974"
0,11102,"16,259","13,072","1,741","11,331",2.50,2.31,"3,187",46,236,430,"1,787",2.6,"11,567",2.0,"4,353","26,136","16,259",564,249,315,"1,954","2,648","3,135","1,178","6,780",-,-,-,"16,259",823,"1,623",792,679,780,"1,657","1,809","1,945","6,151","13,072","7,386","2,541","1,474","1,671","13,072","8,122","4,166",694,90,"13,072","8,495",424,"2,135","1,589",-,-,-,145,284,"13,072",5,31,362,"13,072","12,188",515,369,"1,741",40,24,44,59,184,349,827,205,9,"$614,000","$598,953","1,741",800,414,"$2,752",941,338,$963,"11,331","11,045",286,"$1,697","$1,664","5,386","8,408"
0,11103,"18,016","15,665","2,536","13,129",2.52,2.26,"2,351",30,175,527,"2,566",1.2,"13,304",1.3,"6,397","29,645","18,016","1,197",335,862,"2,987","3,615","3,932","1,929","4,325",31,-,2,"18,016",239,562,285,539,"1,159","1,577","2,183","2,656","8,816","15,665","8,143","3,317","1,981","2,224","15,665","9,797","4,615",990,263,"15,665","9,646",422,"1,888","3,290",-,6,4,203,206,"15,665",26,114,394,"15,665","14,797",631,237,"2,536",72,9,14,52,79,354,"1,448",465,43,"$792,600","$850,001","2,536","1,024",507,"$3,000","1,512",548,"$1,057","13,129","12,609",520,"$1,700","$1,738","5,906","11,191"
0,11104,"12,690","11,619","2,298","9,321",2.24,2.25,"1,071",10,229,114,"2,308",0.4,"9,550",2.4,"5,140","20,959","12,690",819,153,666,"1,111",535,"1,424",914,"7,877",10,-,1,"12,690",49,231,112,170,506,729,"1,509","2,291","7,093","11,619","5,715","2,714","1,543","1,647","11,619","6,877","4,184",469,89,"11,619","8,151",363,450,"2,383",-,-,14,96,162,"11,619",31,65,282,"11,619","10,388",817,414,"2,298",-,20,21,81,313,764,824,267,8,"$478,100","$576,776","2,298","1,205",428,"$1,909","1,093",239,$739,"9,321","8,971",350,"$1,577","$1,616","4,835","8,349"
0,11105,"17,396","15,363","4,255","11,108",2.76,2.30,"2,033",44,369,253,"4,299",1.0,"11,477",3.2,"11,761","25,585","17,396","2,159",555,"1,604","4,639","3,654","2,676","1,597","2,671",-,-,-,"17,396",220,377,329,491,859,"1,517","2,282","3,135","8,186","15,363","7,431","3,037","1,870","3,025","15,363","7,258","6,041","1,697",367,"15,363","9,919",509,"1,616","2,927",31,8,-,156,197,"15,363",51,50,334,"15,363","14,357",681,325,"4,255",56,37,48,57,125,333,"2,665",920,14,"$808,700","$777,048","4,255","1,946","1,039","$3,093","2,309",667,"$1,005","11,108","10,791",317,"$1,709","$1,733","4,991","9,117"
0,11106,"19,074","16,992","3,028","13,964",2.59,2.17,"2,082",26,237,419,"3,054",0.9,"14,201",1.7,"7,840","30,291","19,074",915,373,542,"2,182","2,021","2,648","1,561","9,688",59,-,3,"19,074",729,848,759,339,"1,062","1,635","3,627","3,068","7,007","16,992","8,466","3,915","2,338","2,273","16,992","10,405","5,451","1,000",136,"16,992","9,930",368,"2,482","3,572",-,70,7,209,354,"16,992",34,115,364,"16,992","15,739",697,556,"3,028",35,51,7,52,318,855,"1,241",349,120,"$571,400","$693,498","3,028","1,425",693,"$2,553","1,603",390,$913,"13,964","13,711",253,"$1,614","$1,546","6,220","10,607"
0,11109,"4,066","2,954",291,"2,663",2.39,1.98,"1,112",-,155,833,291,-,"2,818",5.5,696,"5,285","4,066",-,-,-,64,-,69,9,"3,924",-,-,-,"4,066","2,011","1,727",225,30,-,-,-,-,73,"2,954","2,736",127,91,-,"2,954","1,822",949,166,17,"2,954","1,347",-,"1,361",54,26,-,-,34,132,"2,954",-,43,17,"2,954","2,760",69,125,291,10,-,-,-,-,44,162,75,-,"$797,400","$844,536",291,105,53,"$4,001",186,28,"$1,140","2,663","2,636",27,"$3,187","$3,174",927,200
0,11201,"30,741","28,067","10,403","17,664",2.12,2.02,"2,674",162,482,459,"10,565",1.5,"18,146",2.7,"22,055","35,635","30,741","1,331",352,979,"1,317","2,548","2,998","2,655","19,799",91,2,3,"30,741","3,385","3,918",538,569,957,"2,015","3,467","1,657","14,235","28,067","16,203","5,818","2,399","3,647","28,067","19,116","7,896",936,119,"28,067","15,844",530,"7,081","3,333",17,65,-,565,632,"28,067",52,130,564,"28,067","26,513",688,866,"10,403",175,30,72,93,280,"1,540","3,574","2,438","2,201","$915,900","$1,410,110","10,403","6,573","1,660","$3,159","3,830",540,$849,"17,664","17,006",658,"$2,410","$2,271","6,001","6,517"
0,11203,"30,926","27,761","11,278","16,483",2.99,2.43,"3,165",69,240,44,"11,347",0.6,"16,723",1.4,"33,739","39,981","30,926","8,416","2,313","6,103","7,573","4,927","2,215","1,250","6,491",54,-,2,"30,926",483,"1,118","1,118",529,930,"2,550","3,258","4,458","16,482","27,761","9,060","7,695","4,642","6,364","27,761","13,366","10,767","3,017",611,"27,761","24,655",313,982,"1,520",-,15,5,140,131,"27,761",114,116,579,"27,761","25,979","1,387",395,"11,278",337,130,131,63,439,"6,472","3,504",121,81,"$447,400","$462,846","11,278","7,772","4,666","$2,537","3,506","1,143",$864,"16,483","15,713",770,"$1,306","$1,309","9,136","13,888"
